,Unnamed: 0,0,1,2,3,4,5,6,7,8
43,0,"THE SMELLY CLOUD, LLC 
Trade Name: CANNABLESS",DAAA-EYNR-JYK7,VIC@CANNABLESS.CO,4056354814,OKLAHOMA CITY,73170.0,OKLAHOMA,,
44,1,"RED RIVER REEFER, LLC 
Trade Name:",DAAA-V1UQ-OECR,REDRIVERREEFER@GMAIL.COM,9723585400,OKLAHOMA CITY,73173.0,OKLAHOMA,,
45,2,"TWISTED EXTRACTS LLC 
Trade Name: KUSH GARDENS",DAAA-NKLW-BPZH,MASONBRIANNE3@GMAIL.COM,4056691938,OKLAHOMA CITY,73173.0,CLEVELAND,,
46,3,"BO & JA TRUCKING CORP 
Trade Name: THE WILD WOOD WEED",DAAA-4YKZ-SHBW,JAYAAA@AOL.COM,4058241874,OKLAHOMA CITY,73179.0,OKLAHOMA,,
47,4,"HIGHER GARDEN, LLC 
Trade Name:","DAAA-E1MH-
PSWU",JOHN@HIGHERGARDENOK.COM,4052415377,OKLAHOMA CITY,73179.0,OKLAHOMA,,
48,5,"TERRA WELLNESS LLC 
Trade Name:",DAAA-NYC9-UF3X,CODY@TERRAWELLNESSOK.COM,4058316931,OKLAHOMA CITY,73179.0,OKLAHOMA,,
49,6,"SOK 1 LLC 
Trade Name: STEM ON MAY",DAAA-NKHY-INEU,JMEREDITH@SOKMGT.COM,4057922468,OKLAHOMA CITY,73116.0,OKLAHOMA,,
50,7,"CANNA EXPRESS 1 LLC 
Trade Name:",DAAA-4JV0-NQSK,GHUFFMAN@IWREALTY.COM,4057522525,OKLAHOMA CITY,73127.0,OKLAHOMA,,
51,8,"OKC RETAIL #1, LLC 
Trade Name: SOLACE MEDS",DAAA-4KSG-WJGE,JOE.J.CORREIA@GMAIL.COM,5802200397,OKLAHOMA CITY,73139.0,OKLAHOMA,,
52,9,"CROSSROADS CANNABIS 1, LLC 
Trade Name: CROSSROADS CANNABIS",DAAA-V1YN-ZOKO,KIRK.WARREN@YAHOO.COM,4058163659,OKLAHOMA CITY,73149.0,OKLAHOMA,,
53,10,"CANNA EXPRESS 2 LLC 
Trade Name:",DAAA-41ES-AMAU,GHUFFMAN@IWREALTY.COM,4057522525,OKLAHOMA CITY,73107.0,OKLAHOMA,,
54,11,"LA 2 OK, LLC 
Trade Name:",DAAA-NKCR-MC3E,LUISCM2525@YAHOO.COM,3233842435,OKLAHOMA CITY,73129.0,OKLAHOMA,,
55,12,"STARS AND STRIPES DISPENSARY 2, LLC 
Trade Name: STARS AND STRIPES DISPENSARY","DAAA-VKED-
VD4W","CHRISTOPHERJAMES1977@ICLOUD.
COM",4057270100,OKLAHOMA CITY,73170.0,CLEVELAND,,
56,13,"CANNABLESS RETAIL 3 LLC 
Trade Name: CANNABLESS",DAAA-C3A1-O2IQ,LEGAL@CANNABLESS.CO,4056354814,OKLAHOMA CITY,73104.0,OKLAHOMA,,
57,14,"OKLAHOMA NATURAL CURES 3, INC. 
Trade Name:",DAAA-VJV7-YD48,TIM@HIGHSOCIETYOK.COM,4054735870,OKLAHOMA CITY,73107.0,OKLAHOMA,,
58,0,"STKC 3, LLC 
Trade Name: HOUSE OF DANK DISPENSARY",DAAA-N6YJ-6EID,KWAGS04@GMAIL.COM,8184483278,OKLAHOMA CITY,73127.0,OKLAHOMA,,
59,1,"CANNABLESS RETAIL 4 LLC 
Trade Name: CANNABLESS RETAIL 4",DAAA-4KDR-CACP,CSISERVICESOKC@GMAIL.COM,4054569997,OKLAHOMA CITY,73103.0,OKLAHOMA,,
60,2,"STARS AND STRIPES DISPENSARY 4, LLC 
Trade Name: STARS AND STRIPES DISPENSARY",DAAA-4YST-ETKS,SAEEGH@HOTMAIL.COM,6826679348,OKLAHOMA CITY,73112.0,OKLAHOMA,,
61,3,"CANNABLESS RETAIL 5 LLC 
Trade Name: CANNABLESS RETAIL 5",DAAA-41WD-3T0P,CSISERVICESOKC@GMAIL.COM,4054569997,OKLAHOMA CITY,73104.0,OKLAHOMA,,
62,4,"ALTCARE 5 LLC 
Trade Name: FIRE LEAF",DAAA-4JIL-FKHP,PAUL@FIRELEAFOK.COM,4054760908,OKLAHOMA CITY,73159.0,CLEVELAND,,
63,5,"CANNABLESS RETAIL 6 LLC 
Trade Name: CANNABLESS RETAIL 6",DAAA-EJML-CRVU,CSISERVICESOKC@GMAIL.COM,4054569997,OKLAHOMA CITY,73109.0,OKLAHOMA,,
64,6,"CANNABLESS RETAIL 7, LLC 
Trade Name:",DAAA-AHOA-T5GD,VIC@CANNABLESS.CO,4056354814,OKLAHOMA CITY,73132.0,OKLAHOMA,,
65,7,"ALTCARE 7 LLC 
Trade Name: FIRE LEAF",DAAA-VYFH-BJHP,PAUL@FIRELEAFOK.COM,4054760908,OKLAHOMA CITY,73139.0,OKLAHOMA,,
66,8,"CANNABLESS RETAIL 8 LLC 
Trade Name: CANNABLESS",DAAA-NQTG-Z470,CSISERVICESOKC@GMAIL.COM,4054569997,OKLAHOMA CITY,73170.0,CLEVELAND,,
67,9,"ALTCARE 9 LLC 
Trade Name: FIRE LEAF",DAAA-VYDZ-UJ2V,PAUL@FIRELEAFOK.COM,4054760908,OKLAHOMA CITY,73127.0,OKLAHOMA,,
68,10,"CANNABLESS RETAIL 10 LLC 
Trade Name: CANNABLESS",DAAA-9I0K-8TUX,CSISERVICESOKC@GMAIL.COM,4054569997,OKLAHOMA CITY,73132.0,OKLAHOMA,,
69,11,"GREEN MOTAVATION 11 LLC 
Trade Name:","DAAA-4JMM-
MEGL","GREENMOTAVATION2@GMAIL.CO
M",4056062717,OKLAHOMA CITY,73139.0,OKLAHOMA,,
70,12,"ALTCARE 12 LLC 
Trade Name: FIRE LEAF",DAAA-4JBG-TECD,PAUL@FIRELEAFOK.COM,4054760908,OKLAHOMA CITY,73108.0,OKLAHOMA,,
71,13,"CLOUD 13, LLC 
Trade Name: CLOUD 13 RX","DAAA-E18W-
SQOR",MANAGER@CLOUD13RX.COM,4054389333,OKLAHOMA CITY,73139.0,OKLAHOMA,,
72,14,"ALTCARE 15 LLC 
Trade Name: FIRE LEAF",DAAA-VYHO-FK1P,TYLERDOOLITTLE@ME.COM,4054884149,OKLAHOMA CITY,73114.0,OKLAHOMA,,
73,0,"CANNACORP 18 LLC 
Trade Name: CANNABUS DISPENSARY","DAAA-98OH-
9WB9",DLEONARDOK@YMAIL.COM,4056305777,OKLAHOMA CITY,73119.0,OKLAHOMA,,
74,1,"LENSE 22 SOCIETY 
Trade Name: LIKEWISE CANNABIS",DAAA-EJIO-VDTI,CORBINADO@GMAIL.COM,4052028656,OKLAHOMA CITY,73116.0,OKLAHOMA,,
75,2,"GSO 23RD LLC 
Trade Name: GREEN SPRINGS OKLAHOMA",DAAA-EKX6-MNPZ,BLAIR.NAIFEH@GMAIL.COM,4059244240,OKLAHOMA CITY,73008.0,OKLAHOMA,,
76,3,"OKLADISPO 36TH STREET, LLC 
Trade Name: THE PEAK 36TH STREET DISPENSARY",DAAA-TY4K-CYXJ,BLAKE@THEPEAKOK.COM,4055340005,OKLAHOMA CITY,73112.0,OKLAHOMA,,
77,4,"46 RELEAF NO.4 LLC 
Trade Name: 46 RELEAF NO. 4 LLC",DAAA-VJMC-IP87,46RRELEAFNO4@GMAIL.COM,4053610995,OKLAHOMA CITY,73139.0,OKLAHOMA,,
78,5,"87 DISPENSARY LLC 
Trade Name: 87 DISPENSARY","DAAA-N1WN-
ZRTO",RMOFFETT69@YAHOO.COM,4058301529,OKLAHOMA CITY,73129.0,OKLAHOMA,,
79,6,"THE HEAL 365, LLC 
Trade Name: THE HEAL 365, LLC",DAAA-N177-QRBO,LINDA.K.JHONG@GMAIL.COM,8082561324,OKLAHOMA CITY,73162.0,OKLAHOMA,,
80,7,"405 SMOKE LLC 
Trade Name: 405 SMOKE",DAAA-NKZN-5FMC,BROCHOSS@ME.COM,4059790393,OKLAHOMA CITY,73129.0,OKLAHOMA,,
81,8,"405 BUDZ SOUTH LLC 
Trade Name: 405 BUDZ",DAAA-OSR6-BDLC,405BUDZ@GMAIL.COM,4053142225,OKLAHOMA CITY,73159.0,OKLAHOMA,,
82,9,"405 BUDZ 2 LLC 
Trade Name: 405 BUDZ","DAAA-4YWQ-
4MB4",405BUDZ@GMAIL.COM,4056182717,OKLAHOMA CITY,73106.0,OKLAHOMA,,
83,10,"405 GAS STATION 3, LLC 
Trade Name:","DAAA-EKWM-
A6ER",405GASSTATION3@GMAIL.COM,4054734550,OKLAHOMA CITY,73109.0,OKLAHOMA,,
84,11,"405 RELEAF #3 LLC 
Trade Name: 405 RELEAF #3 LLC",DAAA-KO0Z-CONG,OKC405RELEAF@YAHOO.COM,2485359993,OKLAHOMA CITY,73112.0,OKLAHOMA,,
85,12,"420 APOTHECARY, LLC 
Trade Name:",DAAA-4YKP-8HD9,420APOTHECARYOK@GMAIL.COM,8329549469,OKLAHOMA CITY,73108.0,OKLAHOMA,,
86,13,"HAPPY ROOT 420, LLC 
Trade Name: HAPPY ROOT 420 - OKC","DAAA-E1PD-
ERMW",AJ@HAPPYROOT420.COM,2142802040,OKLAHOMA CITY,73114.0,OKLAHOMA,,
87,14,"EPIC HEALING 420 LLC 
Trade Name: EPIC HEALING 420",DAAA-IBUZ-F75J,EPICHEALING420@GMAIL.COM,4052509119,OKLAHOMA CITY,73127.0,OKLAHOMA,,
88,0,"420 CANNABIS KINGS, LLC 
Trade Name: CANNABIS KINGS",DAAA-NKJD-XWU4,RICKDIMENT@GMAIL.COM,4058189049,OKLAHOMA CITY,73179.0,OKLAHOMA,,
89,1,"710 FACTORY LLC 
Trade Name: 710 FACTORY",DAAA-E1L6-GUGF,THE710FACTORYLLC@GMAIL.COM,4059681703,OKLAHOMA CITY,73106.0,OKLAHOMA,,
90,2,"809 SW 89TH LLC 
Trade Name: OKIE KUSH CLUB",DAAA-V1XI-CGKW,BRENT@MILLENNIALCG.COM,4054269848,OKLAHOMA CITY,73139.0,OKLAHOMA,,
91,3,"1045 S. MERIDIAN LLC 
Trade Name: STABILITY CANNABIS",DAAA-41YE-MY0G,DKITCH643@GMAIL.COM,4056840321,OKLAHOMA CITY,73108.0,OKLAHOMA,,
92,4,"BLAZED 6001 LLP 
Trade Name: BLAZED 6001 LLP",DAAA-HM2R-HR2S,AMPEDAVS@YAHOO.COM,4056009239,OKLAHOMA CITY,73149.0,OKLAHOMA,,
93,5,"11900 S PENN LLC 
Trade Name: OKIE KUSH CLUB",DAAA-E15I-4BCH,BRENT@MILLENNIALCG.COM,4054269848,OKLAHOMA CITY,73170.0,OKLAHOMA,,
94,6,"12415 N ROCKWELL LLC 
Trade Name: 12415 N ROCKWELL",DAAA-N1C6-ZEGY,INFO@OKIEKUSHCLUB.COM,4053204172,OKLAHOMA CITY,73103.0,OKLAHOMA,,
95,7,"BEELINE BUZZ 
Trade Name: BEELINE BUZZ",DAAA-EKMU-92NF,BEELINEBUZ@GMAIL.COM,9183042120,OKMULGEE,74447.0,OKMULGEE,,
96,8,"EVERMORE 
Trade Name: EVERMORE",DAAA-9B8P-GP8R,EVERMOREMEDS@GMAIL.COM,9184242555,OKMULGEE,74447.0,OKMULGEE,,
97,9,"HERBAL CURE INC 
Trade Name: HERBAL CURE INC",DAAA-41KV-HECH,THEGREENROOM.918@GMAIL.COM,9188291431,OKMULGEE,74447.0,OKMULGEE,,
98,10,"HORSESHOE BEND ADVENTURES, LLC 
Trade Name: JOHNNY'S DISPENSARY",DAAA-WSXH-Z1JW,HEREWEGO6977@GMAIL.COM,9189788404,OKMULGEE,74447.0,OKMULGEE,,
99,11,"JASSOK3MMD INC. 
Trade Name: JOHNNY APPLESEED DISPENSARY",DAAA-EKED-MXOS,JASSOK3MMDINC@YAHOO.COM,9189788404,OKMULGEE,74447.0,OKMULGEE,,
100,12,"OK KUSH 
Trade Name: OK KUSH",DAAA-V1JB-7DKO,OKKUSHDISPENSARY@GMAIL.COM,9187582755,OKMULGEE,74447.0,OKLAHOMA,,
101,13,"PURPLE MOUNTAIN ENTERPRISES LLC 
Trade Name:","DAAA-E1DK-
MDCQ",MASONBRIANNE3@GMAIL.COM,4056691938,OKMULGEE,74447.0,OKMULGEE,,
102,14,"SOMMET VENTURES INC. 
Trade Name: EDEN CANNABIS CO.",DAAA-VYAZ-YNGO,LASIARSHAD@GMAIL.COM,2813098908,OKMULGEE,74447.0,OKMULGEE,,
103,0,"THE ANOINTED LEAF 
Trade Name: MELISSA M AUSBROOKS","DAAA-N1RA-
WXAU","DRMELISSAAUSBROOKS@GMAIL.CO
M",4093442498,OKMULGEE,74447.0,OKMULGEE,,
104,1,"1063 E 6TH LLC 
Trade Name: KUSH GARDENS STORE 3",DAAA-MSZN-4IS6,MASONBRIANNE3@GMAIL.COM,4056691938,OKMULGEE,74447.0,OKMULGEE,,
105,2,"BIG BUD DISPENSARY INC 
Trade Name:",DAAA-NYTW-FIIL,ILIKEBIGBUDSTOO@GMAIL.COM,4058865792,OOLOGAH,74053.0,ROGERS,,
106,3,"DARK CLOUD CANNABIS LLC 
Trade Name:","DAAA-OQXU-
PM6G","DARKCLOUDCANNABIS@GMAIL.CO
M",9188150621,OOLOGAH,74053.0,ROGERS,,
107,4,"13588 S HWY 169 LLC 
Trade Name: PIPE DREAMS CANNABIS CO.",DAAA-SPDS-PK1N,STONEBRIDGE@GARDENER.COM,9186374745,OOLOGAH,74053.0,ROGERS,,
108,5,"FIRE RANCH APOTHECARY LLC 
Trade Name: FIRE RANCH APOTHECARY",DAAA-J5A9-FA0D,"JASONDCUNNINGHAM@HOTMAIL.
COM",4058235114,ORLANDO,73073.0,PAYNE,,
109,6,"1201 LABS, INC. 
Trade Name: 1201 LABS, INC.",DAAA-MKBZ-DTPO,ANDREWK3@GMAIL.COM,7608456199,OVERBROOK,73453.0,LOVE,,
110,7,"AREA51 LABS, LLC 
Trade Name: AREA51 LABS",DAAA-4JXB-V74E,AREA51LABORATORY@GMAIL.COM,9183613411,OWASSO,74055.0,TULSA,,
111,8,"BISON RECORDS DISPENSARY 
Trade Name: BISON RECORDS DISPENSARY",DAAA-E1VR-8LKM,BISONRECORDS@CS.COM,9182607939,OWASSO,74055.0,TULSA,,
112,9,"BROADLEAF LLC 
Trade Name:",DAAA-NK0S-3ZXL,BROADLEAFOILS@GMAIL.COM,9189381345,OWASSO,74055.0,TULSA,,
113,10,"CANNIBUDS LLC 
Trade Name: THE GREENERY",DAAA-E1TY-AUOK,HUNTERSCARFF@YAHOO.COM,9183049826,OWASSO,74055.0,TULSA,,
114,11,"DANK FACTORY LLC 
Trade Name: DANK FACTORY LLC","DAAA-UNV0-
TQMV","MARILYN@DANKBERRYFARMS.PAG
E",9184085206,OWASSO,74055.0,TULSA,,
115,12,"DRAKKAR ENTERPRISES LLC 
Trade Name: EUFLORIA",DAAA-V1RH-BAU7,VIKINGWARRIOR64@YAHOO.COM,2562266259,OWASSO,74055.0,TULSA,,
116,13,"J&E INVESTMENTS & CONSULTING, LLC 
Trade Name:",DAAA-VJLS-G6N8,GUERRA954@GMAIL.COM,9543959530,OWASSO,74055.0,TULSA,,
117,14,"LOKAL SOURCE LLC 
Trade Name: LOKAL SOURCE",DAAA-EKXZ-1WUL,AMBER@LOKALSOURCE.COM,9188041717,OWASSO,74055.0,TULSA,,
118,0,"OKIEBUG HOLDINGS, LLC 
Trade Name: THE GREENERY",DAAA-BKMD-G25I,"THEGREENERYOWASSO1@GMAIL.C
OM",9183814516,OWASSO,74055.0,TULSA,,
119,1,"OKLATEX HOLDINGS LLC 
Trade Name: MARI MED",DAAA-NYFU-GLHT,BOBBIEMARIMED@GMAIL.COM,8179130655,OWASSO,74055.0,TULSA,,
120,2,"OKLATEX HOLDINGS, LLC 
Trade Name: MARIMED",DAAA-VKZZ-YR9X,BOBBIEMARIMED@GMAIL.COM,8179130655,OWASSO,74055.0,TULSA,,
121,3,"OKLATEX HOLDINGS, LLC 
Trade Name: MARI MED",DAAA-NJQM-HZSP,BOBBIEMARIMED@GMAIL.COM,8179130655,OWASSO,74055.0,TULSA,,
122,4,"PIRPICH INDUSTRIES, LLC 
Trade Name: BIG BUDS NATURAL RELEAF",DAAA-NYIA-XAUL,ILIKEBIGBUDSTOO@GMAIL.COM,9189162477,OWASSO,74055.0,TULSA,,
123,5,"THE ECS SHOP LLC 
Trade Name: THE ECS SHOP","DAAA-VYWH-
RRQU",CHIP@THEECSSHOP.COM,9186915141,OWASSO,74055.0,TULSA,,
124,6,"DEEL'N GREEN'Z LLC 
Trade Name: DEEL'N GREEN'Z LLC",DAAA-U01E-VB9D,DEELMEDICALCF@GMAIL.COM,4764628326,PANAMA,74951.0,LE FLORE,,
125,7,"GOOD VIBES DISPENSARY LLC 
Trade Name: AMBER CAMPBELL",DAAA-NKPS-P84T,"GOODVIBESDISPENSARY@YAHOO.C
OM",9183450876,PARK HILL,74451.0,CHEROKEE,,
126,8,"GROWSWELL 
Trade Name: BUDSCAPE",DAAA-SAKS-JPGB,GROWSWELL420@GMAIL.COM,9182072547,PARK HILL,74451.0,CHEROKEE,,
127,9,"TENKILLER TREES LLC 
Trade Name: TENKILLER TREES LLC",DAAA-GNJO-LIJQ,TENKILLERTREES@GMAIL.COM,9185105501,PARK HILL,74451.0,CHEROKEE,,
128,10,"BUD BROTHERS COUGHY SHOP, LLC 
Trade Name: BUD BROTHERS COUGHY SHOP",DAAA-NYV8-OVID,"BILL@BUDBROTHERSCOUGHYSHOP.
COM",6203091421,PAULS VALLEY,73075.0,GARVIN,,
129,11,"DJB AGRICULTURAL, INC 
Trade Name: PREMIER VALLEY PRODUCTS",DAAA-EJGO-YMXK,"CLAUDIAJRAY@PREMIEREVALLEYPR
ODUCTS.COM",4052079333,PAULS VALLEY,73075.0,GARVIN,,
130,12,"FOSTER'S BODY WORKS LLC 
Trade Name: CREEKSIDE ROYAL",DAAA-VY9L-6LKA,FOSTERSBODYWORKS@ATT.NET,4052077480,PAULS VALLEY,73075.0,GARVIN,,
131,13,"SMACK'D DISPENSARY LLC 
Trade Name:",DAAA-PNPF-BWXX,CDULEY_32@YAHOO.COM,4052510410,PAULS VALLEY,73075.0,GARVIN,,
132,14,"SMK ENTERPRISES, LLC 
Trade Name: SMK DISPENSARY",DAAA-4KLO-6JU3,SMK_DISPENSARY@YAHOO.COM,2147082311,PAULS VALLEY,73075.0,GARVIN,,
133,0,"TCB GROUP LLC 
Trade Name: RUSTY'S DISPENSARY",DAAA-V1GU-AI6I,TCBGROUP3@GMAIL.COM,4056268906,PAULS VALLEY,73075.0,GARVIN,,
134,1,"TEN HIPPIES LLC 
Trade Name: TEN HIPPIES DISPENSARY",DAAA-411O-LZFY,COUNTRYGALS13@YAHOO.COM,4052076257,PAULS VALLEY,73075.0,GARVIN,,
