,Unnamed: 0,0,1,2,3,4,5,6,7,8
25,12,"STASH HOLDINGS LLC 
Trade Name:",PAAA-KUEW-X74F,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010.0,GRADY,,
26,13,"SUNNYVALE RV PARK LLP 
Trade Name: SUNNYVALE FARMS",PAAA-VJUC-WGSH,RHARMON@PLDI.NET,4057602601,BLANCHARD,73010.0,MCCLAIN,,
27,14,"T HUMBLE, INC. 
Trade Name: T HUMBLE, INC.",PAAA-VZUL-HUUA,JDC707@GMAIL.COM,7073827805,BLANCHARD,73010.0,MCCLAIN,,
28,0,"TGIC OKLAHOMA, LLC 
Trade Name:",PAAA-4Y2E-UYWE,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
29,1,"VETAE HOLDINGS LLC 
Trade Name: VIVACITY EXTRACTION",PAAA-N1ZV-C3UW,FRANTZ@VETAELIVING.COM,4056029694,BLANCHARD,73010.0,GRADY,,
30,2,"VTH ELEMENT EXTRACTS AND CONSULTATION 
Trade Name: VTH ELEMENT EXTRACTS AND CONSULTATION",PAAA-EYEO-JLSV,"VTHELEMENTEXTRACTS@GMAIL.CO
M",4053202099,BLANCHARD,73010.0,GRADY,,
31,3,"WENG GREEN, LLC 
Trade Name:",PAAA-N1J9-LWJ8,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
32,4,"WENWU GREEN, LLC 
Trade Name:",PAAA-VKS2-QUYU,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
33,5,"YAN MEI GREEN LLC 
Trade Name:",PAAA-EY78-EAOW,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
34,6,"YANJUN GREEN, LLC 
Trade Name:",PAAA-4JMK-YYSU,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
35,7,"YANXI GREEN, LLC 
Trade Name:",PAAA-VYKN-IPIU,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
36,8,"YELLOW DOG HOLDINGS LLC 
Trade Name: YELLOW DOG HOLDINGS LLC",PAAA-OYJ9-AZLV,MATT@STACYLEGALGROUP.COM,4057353800,BLANCHARD,73010.0,GRADY,,
37,9,"ZHU GREEN LLC 
Trade Name: ZHU GREEN LLC",PAAA-IIIV-SLLR,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010.0,GRADY,,
38,10,"26 MOYERS FARM GROUP LLC 
Trade Name:",PAAA-M29U-KCTU,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010.0,GRADY,,
39,11,"179 SOUTH 122ND HOLDINGS LLC 
Trade Name:",PAAA-FQQB-FQPE,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010.0,GRADY,,
40,12,"15249 SOUTH 76TH HOLDINGS LLC 
Trade Name:",PAAA-H1RY-JK5J,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010.0,GRADY,,
41,13,"FRITZ FUSION'S, LLC 
Trade Name: FRITZ FUSION'S, LLC","PAAA-NKZO-
G3W8",FRITZMMLLC@GMAIL.COM,9183814246,BLUEJACKET,74333.0,CRAIG,,
42,14,"BLUE BURROS FARMS, LLC 
Trade Name: BLUE BURROS FARMS, LLC",PAAA-SB08-S0WO,LOSAWYERMIKE624@YAHOO.COM,4697587791,BOKCHITO,74726.0,BRYAN,,
43,0,"K-RAD'S PROCESSING 
Trade Name: K-RAD'S CANNABIS","PAAA-JBQO-
KM0M",KRADSCANNABIS@GMAIL.COM,5807757865,BOKCHITO,74726.0,BRYAN,,
44,1,"TEXOMA HOME GROWN FARMS INC 
Trade Name: TEXOMA HOME GROWN FARMS INC",PAAA-LIYN-ZMMP,"TEXOMAHOMEGROWNFARMSINC@
GMAIL.COM",5809242586,BOKCHITO,74726.0,BRYAN,,
45,2,"WEEDMEN XTRACTS 
Trade Name: DUSTIN ANGELLO",PAAA-LTH8-IJZ1,DUSTINA4364@GMAIL.COM,5807754364,BOKCHITO,74726.0,BRYAN,,
46,3,"DREAMCATCHER MEDICAL LLC 
Trade Name: DREAMCATCHER MEDICAL LLC",PAAA-VJBS-GTKW,"DREAMCATCHERMEDICALLLC@GM
AIL.COM",9187586746,BOYNTON,74422.0,OKMULGEE,,
47,4,"OUCHIE EDIBLES LLC 
Trade Name:","PAAA-BWN1-
MKNR",OUCHIEEDIBLESLLC@GMAIL.COM,9183617806,BOYNTON,74422.0,MUSKOGEE,,
48,5,"KNUCKLE RUB, LLC 
Trade Name: ANGIE'S KNUCKLE RUB",PAAA-EY4X-M8WY,KNUCKLERUB420@GMAIL.COM,4057404173,BRAGGS,74423.0,MUSKOGEE,,
49,6,"MICHAEL SHAWN BEAVERS 
Trade Name:",PAAA-4KUS-Y6YB,JOJOOBEAVER2468@GMAIL.COM,5306165204,BRAGGS,74423.0,MUSKOGEE,,
50,7,"BENDE GREEN, LLC 
Trade Name:",PAAA-41H8-WY8D,MATT@STACYLEGALGROUP.COM,4058167228,BRISTOW,74010.0,CREEK,,
51,8,"DELTA918 LABS LLC 
Trade Name: DELTA918 LABS",PAAA-41UW-SFTE,DELTA918LABS@GMAIL.COM,9186193484,BRISTOW,74010.0,CREEK,,
52,9,"FULLSPECX, LLC 
Trade Name: FULLSPECX, LLC",PAAA-TITO-OZXB,TSCAGGS@FULLSPECX.COM,4056231606,BRISTOW,74010.0,CREEK,,
53,10,"GREEN WALL STREET LLC 
Trade Name: OKLAHOMA MEDICINE GIRLS",PAAA-EJMV-ZH9V,ARIANAMOMMY715@GMAIL.COM,9189984476,BRISTOW,74010.0,CREEK,,
54,11,"HILL FAMILY INVESTMENTS INC 
Trade Name: HILL FAMILY INVESTMENTS",PAAA-JCXN-RDMY,"HILLFAMILYINVESTMENTS@GMAIL.
COM",6202101080,BRISTOW,74010.0,CREEK,,
55,12,"MZC INC 
Trade Name: MZC INC",PAAA-LFJY-5QUM,27PUREFIRESALES@GMAIL.COM,9102693337,BRISTOW,74010.0,CREEK,,
56,13,"OUTLAND AGRICULTURE PROCESSING COMPANY, LLC 
Trade Name: OUTLAND AG PROCESSING",PAAA-4JDS-U5YW,TGG5765@HOTMAIL.COM,9187598075,BRISTOW,74010.0,CREEK,,
57,14,"4-C'S PROCESSING, LLC 
Trade Name:",PAAA-V1SQ-EV3Q,MCZCASH@GMAIL.COM,9186255653,BROKEN ARROW,74012.0,TULSA,,
58,0,"918EXTRACTSLLC 
Trade Name: 918EXTRACTSLLC",PAAA-HSJA-A0XT,918EXTRACTSLLC@GMAIL.COM,9188147511,BROKEN ARROW,74012.0,TULSA,,
59,1,"BAKE BAKE, INC. 
Trade Name:",PAAA-7AOD-QRB5,MMANNING@ETHODIGM.COM,9186361466,BROKEN ARROW,74012.0,TULSA,,
60,2,"BIG RED DOG UNLIMITED, LLC 
Trade Name: ALL ABOUT CANNABIS",PAAA-EYHW-G5LN,CLIFFOSTROM@YAHOO.COM,9187706100,BROKEN ARROW,74012.0,TULSA,,
61,3,"CSCIV, LLC 
Trade Name: 24K LABS",PAAA-VYDL-C3LS,NSBUNT@GMAIL.COM,9182710032,BROKEN ARROW,74011.0,TULSA,,
62,4,"ELLMOH LLC 
Trade Name: THRIVE OKLAHOMA",PAAA-E14B-6BQ1,ELLIOTTPOSTON@GMAIL.COM,9185102031,BROKEN ARROW,74012.0,TULSA,,
63,5,"EVO DISTRIBUTION COMPANY, LLC 
Trade Name:",PAAA-VJME-7GGA,TIK@EVOLUTIONONLINE.COM,9182075436,BROKEN ARROW,74012.0,TULSA,,
64,6,"HELIX EXTRACT LLC 
Trade Name: HELIX EXTRACT",PAAA-VYCL-RKVM,HELIX.EXTRACTS@GMAIL.COM,7602131709,BROKEN ARROW,74012.0,TULSA,,
65,7,"J & JS PROCESSING LLC 
Trade Name: J & JS PROCESSING LLC",PAAA-CG4J-O5WO,JSTARKS601@GMAIL.COM,9189339526,BROKEN ARROW,74012.0,TULSA,,
66,8,"J&E CAPITAL & MANAGEMENT, LLC 
Trade Name:",PAAA-41OY-S4PN,GUERRA954@GMAIL.COM,9543959530,BROKEN ARROW,74012.0,TULSA,,
67,9,"MED PHARM INC 
Trade Name: MED PHARM",PAAA-UHK4-IMPC,DENIMINK@AOL.COM,9182847875,BROKEN ARROW,74014.0,WAGONER,,
68,10,"OKMC, LLC 
Trade Name: OKMC",PAAA-4YVQ-KVDV,JOSEPHDHALL2017@GMAIL.COM,9189357866,BROKEN ARROW,74012.0,TULSA,,
69,11,"PURAVERDE, LLC 
Trade Name: PURAVERDE, LLA",PAAA-EJA1-IQ18,RYAN@BUFFALOROZE.COM,4796533452,BROKEN ARROW,74014.0,TULSA,,
70,12,"SAINT JANE CANNABIS CLUB, LLC 
Trade Name: SAINT JANE CANNABIS CLUB",PAAA-41GK-TLMQ,CSEHVOLERE@GMAIL.COM,9182325954,BROKEN ARROW,74012.0,TULSA,,
71,13,"113 MANAGEMENT, LLC 
Trade Name: KIND SUPPLY",PAAA-EKOS-AVUU,DAVEDARC@GMAIL.COM,9184084420,BROKEN ARROW,74012.0,TULSA,,
72,14,"EVOLUTION XTRACTS, LLC 
Trade Name:",PAAA-AYSL-RE0Y,EVOLUTIONXTRACTS@GMAIL.COM,5802126020,BROKEN BOW,74728.0,MCCURTAIN,,
73,0,"INVITA OPTIMUM, LLC 
Trade Name:",PAAA-4KXY-OHBV,JERRYCAUGHMAN@GMAIL.COM,4057575133,BROKEN BOW,74728.0,MCCURTAIN,,
74,1,"JANETTA DODSON ENTERPRISES LLC 
Trade Name: LIGHT 'EM UP",PAAA-4YJM-FHGG,JANETTADODSON@YAHOO.COM,5802366737,BROKEN BOW,74728.0,MCCURTAIN,,
75,2,"KIAMICHI COLLECTIVE EXTRACTIONS LLC 
Trade Name:",PAAA-N1ZN-TN4K,MJCAUDLE2200@GMAIL.COM,5803062963,BROKEN BOW,74728.0,MCCURTAIN,,
76,3,"REDSEAL MED FARMS LLC 
Trade Name:",PAAA-VJNL-QA17,COMPTONSRENTALS@GMAIL.COM,5802360968,BROKEN BOW,74728.0,MCCURTAIN,,
77,4,"ROBOT PHARMER LLC 
Trade Name: ROBOT PHARMER LLC",PAAA-4YLD-WYYD,"JOSHWHEAT@ROBOTPHARMER.CO
M",8172711339,BROKEN BOW,74728.0,MCCURTAIN,,
78,5,"THE MEDICAL JOINT DISPENSARY, LLC 
Trade Name:",PAAA-XSY1-ZROU,MEDICALJOINT@YAHOO.COM,5802122434,BROKEN BOW,74728.0,MCCURTAIN,,
79,6,"INTEGRATED CREATIVE INVESTMENTS 
Trade Name: R & R",PAAA-4Y6V-SKND,RANDRDISPENSARY@GMAIL.COM,6786289157,BURBANK,74633.0,OSAGE,,
80,7,"JIMTOWN REFINEMENTS LLC 
Trade Name: JIMTOWN REFINEMENTS LLC","PAAA-VTNM-
7DWE","JIMTOWNREFINEMENTLLC@GMAIL.
COM",5805041870,BURNEYVILLE,73430.0,LOVE,,
81,8,"VALHALLA LABS LLC 
Trade Name:",PAAA-NJ5O-3SDB,OWNER@NACOKLAHOMA.COM,8064705674,BYARS,74831.0,GARVIN,,
82,9,"BLUE BEAVER FARM, LLC 
Trade Name:",PAAA-N1PO-OVFN,BLUEBEAVERFARM@HOTMAIL.COM,5806788876,CACHE,73527.0,COMANCHE,,
83,10,"DEER RUN HOLDINGS, LLC 
Trade Name:",PAAA-E1QM-TVYZ,VIVIAN.PHILHOWER@GMAIL.COM,2146626676,CADDO,74729.0,BRYAN,,
84,11,"J&A SUPPLY COMPANY LLC 
Trade Name: BUFFALO HEAD CANNABIS",PAAA-NYZC-32JQ,JOHN@JASUPPLY.US,5807403606,CADDO,74729.0,BRYAN,,
85,12,"RED RIVER REMEDIES LLC. 
Trade Name: RED RIVER REMEDIES LLC",PAAA-4KYF-XPZC,ZILJIANAGUIRRE@GMAIL.COM,4699689451,CADDO,74729.0,BRYAN,,
86,13,"BOBS BUDS 
Trade Name: BOBS BUDS","PAAA-N1WF-
QH9V","ADJUSTERONTHEMOVE@YAHOO.C
OM",2144930456,CALERA,74730.0,BRYAN,,
87,14,"B & C EL RENO ENTERPRISES, INC. 
Trade Name: CANADIAN COUNTY CANNABIS",PAAA-4KOF-NUCD,"CLADUIAJRAY@PREMIEREVALLEYPR
ODUCTS.COM",4052079333,CALUMET,73014.0,CANADIAN,,
88,0,"BE KIND KUSH CO. 
Trade Name:","PAAA-NKZW-
WUMZ",KELLYNICHOLE23@YAHOO.COM,4058080454,CALUMET,73014.0,CANADIAN,,
89,1,"BLACK LABS LLC 
Trade Name:",PAAA-4KQL-VBDD,WBCORTEZ@OKDELTA9.COM,4059628264,CALUMET,73014.0,CANADIAN,,
90,2,"COUNTRY ROAD JUNKIES 
Trade Name: COUNTRY ROAD JUNKIES",PAAA-4YFP-UTSP,CRJUNKIESOK@GMAIL.COM,4052057508,CALUMET,73014.0,CANADIAN,,
91,3,"OUDENKERK INC 
Trade Name: OUDENKERK INC",PAAA-NYDQ-RFOH,A.SEARS@OUDENKERK.COM,7605001925,CAMERON,74932.0,LE FLORE,,
92,4,"READY TO ROLL CANNABIS LLC 
Trade Name: READY TO ROLL",PAAA-Q6HR-7REV,GUTHRIESOONER@GMAIL.COM,4055090561,CAMERON,74932.0,LE FLORE,,
93,5,"WAYNE'S WORLD DISPENSARY, LLC 
Trade Name: WAYNE'S WORLD DISPENSARY",PAAA-E1LN-YMPA,CYNTHIASDEPO@GMAIL.COM,4796517529,CAMERON,74932.0,LE FLORE,,
94,6,"LA CRECER, LLC 
Trade Name:",PAAA-8P59-IQ1C,AJHUTCH97@GMAIL.COM,4056691435,CANTON,73724.0,DEWEY,,
95,7,"CROCOF ENT LLC 
Trade Name: CROCOF ENT LLC",PAAA-AWW1-IPNS,CROCOF580@GMAIL.COM,4059058161,CANUTE,73626.0,WASHITA,,
96,8,"PARADISE HIGH, LLC 
Trade Name:",PAAA-41UN-OZYG,RKB62@CABLEONE.NET,5802439467,CANUTE,73626.0,CUSTER,,
97,9,"SWEET EXCHANGE LLC 
Trade Name: SWEET EXCHANGE LLC",PAAA-BHDB-2ACU,TWODOOBIEDUDES@GMAIL.COM,5806601587,CANUTE,73626.0,WASHITA,,
98,10,"CHIEF CANNABIS LLC 
Trade Name: CHIEF CANNABIS LABS",PAAA-VJKI-3GZC,HSHERIDAN_22@YAHOO.COM,4056935344,CARNEGIE,73015.0,CADDO,,
99,11,"HILLTOP EXTRACTS LLC 
Trade Name: HILLTOP EXTRACTS LLC",PAAA-4JN4-LB4E,LMHUGHES60@GMAIL.COM,4057475782,CARNEY,74832.0,LINCOLN,,
100,12,"PILOT AIRWAYS, LLC 
Trade Name: PILOT AIRWAYS, LLC",PAAA-IQ3U-AFZC,KRISSB253@GMAIL.COM,2537325490,CARNEY,74832.0,LINCOLN,,
101,13,"OKIE BOTANICAL EXTRACTORS, LLC 
Trade Name:",PAAA-4JE1-9KGX,JOEY.MEIBERGEN@JEINC.COM,5802494419,CARRIER,73727.0,GARFIELD,,
102,14,"EARTH QUALITY PRODUCTS LLC 
Trade Name:",PAAA-NJVH-ILGV,MATTPOLAN@YAHOO.COM,2143342930,CARTWRIGHT,74731.0,BRYAN,,
103,0,"GREEN BONNET EXTRACTS, LLC 
Trade Name:","PAAA-VWGT-
AGXV","KAIMBRIWHITE@CLIMB-
COLLECTIVE.COM",9034493995,CARTWRIGHT,74731.0,BRYAN,,
104,1,"GREENSOURCE BUD COMPANY LLC 
Trade Name: STASH MJ",PAAA-EJ0P-UQYV,DUGHOOTEN@AOL.COM,4058080252,CASHION,73016.0,KINGFISHER,,
105,2,"EMERALD DREAMS VAPE LLC 
Trade Name: EMERALD DREAMS VAPE LLC","PAAA-N1TM-
BMAU","EMERALDDREAMSTULSA@GMAIL.C
OM",9183465062,CATOOSA,74015.0,ROGERS,,
106,3,"SNOOPYMCCOY'S ORGANIC KANNIBIS ENTERPRISE, LLC 
Trade Name:",PAAA-NKEN-AXGB,DEMARIOUSMCCOY@LIVE.COM,9124399626,CEMENT,73017.0,CADDO,,
107,4,"66 EXTRACTORY, LLC 
Trade Name: 66 EXTRACTORY",PAAA-V1EQ-HAVT,MBAYJEWELRY@GMAIL.COM,4054102683,CHANDLER,74834.0,LINCOLN,,
108,5,"NUGX, INC. 
Trade Name:","PAAA-MBOW-
XKLE",NUGXINC@GMAIL.COM,8187265453,CHATTANOOGA,73528.0,COTTON,,
109,6,"MOUNTAIN MAMA'S CANNABIS CO., L.L.C. 
Trade Name:",PAAA-VKDP-UEPR,SPARKERKING68@GMAIL.COM,9188430877,CHECOTAH,74426.0,MCINTOSH,,
110,7,"ME AND MARY JANE 
Trade Name: ME AND MARY JANE",PAAA-NJGJ-JBTI,"EMAILMEANDMARYJANE@GMAIL.C
OM",4056300724,CHELSEA,74016.0,ROGERS,,
111,8,"BLUNT FORCE GANJA, LLC 
Trade Name: BLUNT FORCE GANJA, LLC",PAAA-RZ7B-VTZD,BLUNTFORCEGANJA@GMAIL.COM,4055746815,CHICKASHA,73018.0,GRADY,,
112,9,"BORDWINE FARMS, LLC 
Trade Name:",PAAA-YWYF-OA5P,"CONST@BORDWINEDEVELOPMENT.
COM",4052246311,CHICKASHA,73018.0,GRADY,,
113,10,"CANDACE BURKHART 
Trade Name:",PAAA-EJPN-QVEF,CBURKHARTCNA@YAHOO.COM,4055742438,CHICKASHA,73018.0,GRADY,,
114,11,"CANNACULTURE, LLC 
Trade Name: CANNACULTURE, LLC",PAAA-E1H1-4Y5W,BMOON1325@GMAIL.COM,4053883192,CHICKASHA,73018.0,GRADY,,
115,12,"FELIPE MORRIS LLC 
Trade Name: FELIPE MORRIS",PAAA-UUUG-DELP,WADEDUNKIN@GMAIL.COM,4055033664,CHICKASHA,73018.0,GRADY,,
116,13,"GROWING GREEN DREAMS, LLC 
Trade Name:","PAAA-SXOW-
MGYY",DREAMSGREEN2020@GMAIL.COM,4058929608,CHICKASHA,73018.0,GRADY,,
117,14,"HIPPY SOLUTIONS LLC 
Trade Name:",PAAA-EKWL-XQTX,BTJ@BRIANTEDJONES.COM,4056398497,CHICKASHA,73018.0,GRADY,,
118,0,"IT'S A PROCESS LLC 
Trade Name:",PAAA-EKIG-TRLM,ITS_A_PROCESS@YAHOO.COM,4699398606,CHICKASHA,73018.0,GRADY,,
119,1,"LEFT HANDED HARVESTERS INC 
Trade Name: LEFT HANDED HARVESTERS INC.",PAAA-ZAPC-9J8C,"VANSCHUYVERFARMS@GMAIL.CO
M",4059339105,CHICKASHA,73018.0,GRADY,,
120,2,"LIBERTY COLLECTIVE, LLC 
Trade Name: R&H MANUFACTURING",PAAA-VPKS-IWAM,COLLIN@GREENLEGALOK.COM,9035393472,CHICKASHA,73018.0,GRADY,,
121,3,"MOLECULAR EXTRACTS, LLC 
Trade Name:",PAAA-V71R-GXRY,"JOHNSONSCRANESERVICE@GMAIL.
COM",4052229665,CHICKASHA,73018.0,GRADY,,
122,4,"NEW LEAF MEDICINALS LLC 
Trade Name: NEW LEAF MEDICINALS LLC",PAAA-NYZB-V3VV,ERICK.NEWLEAF@GMAIL.COM,4055742101,CHICKASHA,73018.0,GRADY,,
123,5,"POTTCO INC 
Trade Name: POTTCO INC",PAAA-M9ZV-GIYI,GEURINBRAD@GMAIL.COM,4058086641,CHICKASHA,73018.0,GRADY,,
124,6,"CHAHAL YADAV LLC 
Trade Name: LEAF LIFE","PAAA-N1OW-
DHUE",LEAFLIFEOK@GMAIL.COM,4059311351,CHOCTAW,73020.0,OKLAHOMA,,
125,7,"CHEAL INC 
Trade Name: CHEAL INC",PAAA-L00C-FRC2,CHEALPILL405@GMAIL.COM,4053711925,CHOCTAW,73020.0,OKLAHOMA,,
126,8,"CHOCTAW PROCESSING LLC 
Trade Name: 1440 PROCESSING",PAAA-VZZR-SZYV,ARS@TSGATTORNEYS.COM,4057531195,CHOCTAW,73020.0,OKLAHOMA,,
127,9,"GOLDEN BLOOM EXTRACTS, LLC 
Trade Name:",PAAA-VYK6-YLL7,BRUCE@MARVELBLOOM.COM,4055129159,CHOCTAW,73020.0,CHOCTAW,,
128,10,"THE M AND M CONNECTION 
Trade Name: THE M AND M CONNECTION",PAAA-E1QD-SLJU,"MATTHEWAWILBORN@GMAIL.CO
M",9185210770,CHOUTEAU,74337.0,MAYES,,
129,11,"C4EXTRACTS LLC 
Trade Name: C4EXTRACTS",PAAA-V1BW-598N,C4EXTRACTS@GMAIL.COM,9184087246,CLAREMORE,74017.0,ROGERS,,
130,12,"CAPTAIN GREENLEAF, INC. 
Trade Name: CAPTAIN GREENLEAF",PAAA-6HEX-XCXK,"CAPTAINGREENLEAF91@GMAIL.CO
M",9189232188,CLAREMORE,74019.0,ROGERS,,
131,13,"DANKY MCNUGGY MEDICAL GROUP 
Trade Name: DANKY MCNUGGY MEDICAL GROUP",PAAA-V1CN-RLPN,JAMILYNN.LAMBERT@GMAIL.COM,5803508351,CLAREMORE,74017.0,ROGERS,,
132,14,"HY-KAGE LABORATORIES L.L.C 
Trade Name: HY-KAGE LABORATORIES L.L.C",PAAA-4KWR-HPN1,EKALEEL2010@GMAIL.COM,9183532132,CLAREMORE,74019.0,ROGERS,,
133,0,"KOLI CANNABIS LTD 
Trade Name: CANNAKOLI",PAAA-GELQ-30DA,SHOBUJ26@HOTMAIL.COM,9188127913,CLAREMORE,74019.0,ROGERS,,
134,1,"LM&A PROCESSING, LLC 
Trade Name: LM&A PROCESSING, LLC",PAAA-VJWK-0AUH,KETTERLINGS@ME.COM,4053014395,CLAREMORE,74017.0,ROGERS,,
135,2,"REAP EXTRACTS LLC 
Trade Name:",PAAA-IURT-RCSN,DENISE@KINDALTERNATIVE.COM,9187043752,CLAREMORE,74017.0,ROGERS,,
136,3,"17295 GROW, LLC 
Trade Name: JUNGLE KING",PAAA-ECDI-LCKE,RCHARLESWILKIN@GMAIL.COM,9186977803,CLAREMORE,74017.0,ROGERS,,
137,4,"KIAMICHI SKIES 
Trade Name: KIAMICHI SKIES",PAAA-EJHI-YS8N,J.PAUL.GRAYSON@GMAIL.COM,9728226314,CLAYTON,74536.0,PUSHMATAHA,,
138,5,"MMJP, LLC. 
Trade Name: MEDICAL MARJUANA PROCESSOR",PAAA-EY6Z-AN44,CGGARRISON1@GMAIL.COM,9187215954,CLAYTON,74536.0,PUSHMATAHA,,
139,6,"ABC FARMS INC. 
Trade Name: ABC FARMS INC.",PAAA-EKJD-XA6K,"BRANDON.LEWIS8453@GMAIL.CO
M",9184408453,CLEVELAND,74020.0,PAWNEE,,
140,7,"AMERICAN CANNABIS PROCESSING LLC 
Trade Name: AMERICAN CANNABIS PROCESSING",PAAA-NYWS-IDRQ,SMOORE190243@GMAIL.COM,9186951902,CLEVELAND,74020.0,PAWNEE,,
