business,license,email,phone,city,zip,county,license_type,trade_name
"KING GEORGE GROWERS,LLC ",GAAA-NJ23-FZFB,KINGGEORGEGROWERS@GMAIL.COM,5804718187,ALTUS,73521,JACKSON,growers, KING GEORGE GROWERS
4M GROWERS ,GAAA-4JT6-QGEN,JARRODMOREAU@YMAIL.COM,5804716343,ALTUS,73521,JACKSON,growers, 4MOREAU GROWERS
APOLLOPHARMS LLC ,GAAA-EJRE-BP2O,APOLLOPHARMSLLC@MY.COM,5803014623,ALTUS,73521,JACKSON,growers,
CJS GROW LLC ,GAAA-4YS9-3UIV,CMBKB@GMAIL.COM,9406316781,ALTUS,73521,JACKSON,growers,
DEEZ NUGZ LLC ,GAAA-VY1V-DSZI,DILLONRIDLEY@ICLOUD.COM,5804718655,ALTUS,73521,JACKSON,growers,
INDOOR GROW WORLD ,GAAA-8NTR-1DEC,INDOORGROWWORLD@GMAIL.COM,5809547177,ALTUS,73521,JACKSON,growers, INDOOR GROW WORLD
JYOMMALLC ,GAAA-WDHV-98PQ,WSYOUNG@MAYSHOMECARE.COM,5809547177,ALTUS,73521,JACKSON,growers, JYOMMALLC
PABLOS PLANTS LLC ,GAAA-VKJQ-HOII,PAULLOPEZ9933@GMAIL.COM,5804719933,ALTUS,73521,JACKSON,growers,
TERRA ROJA PHARMZ LLC ,GAAA-4KJP-GGHN,TERRAROJAOK@GMAIL.COM,2103140648,ALTUS,73521,JACKSON,growers, TERRA ROJA PHARMZ
WACKY TOBACCY FARMS LLC ,GAAA-LVHP-TGRB,BRYAN.COE@YAHOO.COM,5804717216,ALTUS,73521,JACKSON,growers,
"PAWNEE FARMS, LLC ",GAAA-2MM2-J59C,DBRANCH@PAWNEEFARMS.COM,9186333820,CLEVELAND,74020,PAWNEE,growers," PAWNEE FARMS, LLC"
"PAWNEE SACRED SEED, LLC ",GAAA-DNBZ-FFI6,PAWNEESACREDSEED@GMAIL.COM,9187403358,CLEVELAND,74020,PAWNEE,growers," PAWNEE SACRED SEED, LLC"
3 BROTHERS ENTERPRISES LLC ,GAAA-4YTE-IU29,RANDELLMATT@YAHOO.COM,9186308806,CLEVELAND,74020,PAWNEE,growers, 3 BROTHERS ENTERPRISES LLC
ABC FARMS INC. ,GAAA-VYPK-FA6K,BRANDON.LEWIS8453@GMAIL.COM,9184408453,CLEVELAND,74020,PAWNEE,growers, ABC FARMS INC.
BRASS RING FARMS ,GAAA-PYHY-DVKA,JGR1956@LIVE.COM,9188964130,CLEVELAND,74020,PAWNEE,growers,
BURR'S BEAR CREEK BOTTOM LLC ,GAAA-EJE0-W5XD,GLEN.BURR65@GMAIL.COM,9187043321,CLEVELAND,74020,PAWNEE,growers, BURR'S BEAR CREEK BOTTOM LLC
CHAOBI GREEN LLC ,GAAA-MID8-PNIG,MATT@STACYLEGALGROUP.COM,4057353800,CLEVELAND,74045,PAWNEE,growers, CHAOBI GREEN LLC
FARMBREWSTER FARMS ,GAAA-BDPH-BISY,ARMBRUSTERCONSTRUCTION@GMAIL.COM,9186062474,CLEVELAND,74020,PAWNEE,growers, FARMBREWSTER FARMS
GREEN ACRES BUDS ,GAAA-VKHU-ES7E,GREENACRES56@YAHOO.COM,9182320125,CLEVELAND,74020,PAWNEE,growers, GREEN ACRES BUDS
GREEN COUNTRY AQUA FARMS L.L.C. ,GAAA-EJLX-WP60,SHUDSPETH@360PAINTING.COM,4796229201,CLEVELAND,74020,PAWNEE,growers, GREEN COUNTRY AQUA FARMS
JD SPECIALTY GROWER ,GAAA-E1RK-OEZZ,DAVESUTER8@GMAIL.COM,9182848971,CLEVELAND,74020,PAWNEE,growers, MEDICAL MARIJUANA GROWER
JS H&H LLC ,GAAA-NJ5H-JFY3,JSHEALINHEMP@GMAIL.COM,9184066686,CLEVELAND,74020,PAWNEE,growers, JS H&H LLC
KEYSTONE GREENS LLC ,GAAA-RJES-BDVC,BIJILIU1982@YAHOO.COM,9187299380,CLEVELAND,74020,PAWNEE,growers,
R.G.B. L.L.C. ,GAAA-NK7E-YVIV,P1AY3R4@GMAIL.COM,9182379380,CLEVELAND,74020,PAWNEE,growers, R.G.B. FARMS
ROSE M. DEESE-DANIEL ,GAAA-VY5D-GKDM,LITTLEMOMMAROSE@YAHOO.COM,9182435420,CLEVELAND,74020,PAWNEE,growers, ROSE'S BUDS BY JOHNNY POTSEED
VIBIN' ORGANICS ,GAAA-XFRH-4NUS,VIBINORGANICS@GMAIL.COM,9186456555,CLEVELAND,74020,PAWNEE,growers, VIBIN' ORGANICS
"BRILLIANT CHEN, LLC ",GAAA-N1EW-YLV4,LIKEHOME0721@GMAIL.COM,7207684346,CLINTON,73601,CUSTER,growers,
"OKIE GREEN RANCH, LLC ",GAAA-1TJ1-YDJN,NISHUNBIN@YAHOO.COM,4059966653,CLINTON,73601,WASHITA,growers, OKIE GREEN RANCH
"WINSTON GREEN, LLC ",GAAA-RXIV-I8AI,KSUMTER@KADAM.TECH,9184079809,CLINTON,73601,CUSTER,growers,
LIVING WATER FARMS LLC ,GAAA-41QI-J9PH,RCOLVIN20@GMAIL.COM,5804450802,CLINTON,73601,WASHITA,growers, LIVING WATER FARMS LLC
STELLAR FARMS INC ,GAAA-EKSA-VIF5,STELLARFARMSINC@YAHOO.COM,5804451117,CLINTON,73601,CUSTER,growers," STELLAR FARMS, STELLAR GENETICS, CRAZY HIPPIE GEN."
"VANGUARD AGRICULTURE, LLC ",GAAA-41SD-DMM4,H.AND.M.INDUSTRIES.OK@GMAIL.COM,5802793167,COALGATE,74538,COAL,growers,
"YANG GROW, LLC ",GAAA-UHCM-ZBIP,BG.YANG09@GMAIL.COM,6125992177,COALGATE,74538,COAL,growers, NONE
DNA GROWING SOLUTIONS LLC ,GAAA-N1HN-LUAM,FREDDIETOMLINSON39@GMAIL.COM,5803643807,COALGATE,74538,COAL,growers,
KANNIBOSS LLC ,GAAA-4JC3-LE15,SERVAISREPSERVICES@COX.NET,9188520230,COALGATE,74538,COAL,growers, KANNIBOSS
KINGS RESERVES LLC ,GAAA-4JF0-5PVL,TODD@KINGSRESERVES.COM,5804369292,COALGATE,74538,COAL,growers, KINGS RESERVES
KWVTIJ GROWERS LLC ,GAAA-NXZ3-WPTB,BROTHERZGROWERS@GMAIL.COM,4176588034,COALGATE,74538,COAL,growers, KWVTIJ GROWERS LLC
MG BUDS LLC ,GAAA-4K7A-HP0K,HEFLEY_MIKE@YAHOO.COM,5804283546,COALGATE,74538,COAL,growers,
PUGH FARMS LTD. ,GAAA-4YMR-LMJZ,PUGHFARMSLTD@GMAIL.COM,5809276638,COALGATE,74538,COAL,growers, PUGH FARMS
SIMPLYGROW LLC ,GAAA-EKLA-OFGK,BILLING@SIMPLYGROWLLC.COM,5809275222,COALGATE,74538,COAL,growers, SIMPLYGROW
WESLEY J. EDDINGS ,GAAA-EJ2V-5MZL,WESLEYEDDINGS@YAHOO.COM,5809270456,COALGATE,74538,COAL,growers, 1889 CULTIVATORS
ZHANGCHUN LLC ,GAAA-H8CV-XY2W,ZHANGCHUN.FARM@GMAIL.COM,9188778961,COFFEYVILLE,74072,NOWATA,growers, ZHANGCHUN LLC
"FREDDIES FIRE, LLC ",GAAA-NJGM-VCT1,RACHAEL_VOLKERT@YAHOO.COM,2142051359,COLBERT,74733,BRYAN,growers, FREDDIES FIRE
"HAZY RIVER PRODUCE, INC. ",GAAA-V1NM-JHD4,JASMITH2635@AOL.COM,9038152635,COLBERT,74733,BRYAN,growers, HAZY RIVER PRODUCE INC
"SPRING FARMS, LLC ",GAAA-4YRF-LSMP,RUSTYEVANS@ME.COM,9036241943,COLBERT,74733,BRYAN,growers,
"TEXOMA NATURAL HEALTH, LLC ",GAAA-E1PX-AYU1,JEFF@82METAL.COM,9038155847,COLBERT,74733,BRYAN,growers, TEXOMA NATURAL HEALTH
"WEEDWORKS 4 U, L.L.C. ",GAAA-EJZM-5S83,WEEDWORKS4U@GMAIL.COM,5804342735,COLBERT,74733,BRYAN,growers, RIVER ROAD GARDENS
2BROSGROW LLC ,GAAA-N1J6-UOCU,CHAUNCEY.WARD.CW@GMAIL.COM,5807600740,COLBERT,74733,BRYAN,growers, 2BROSGROW
ALLEY CAT ,GAAA-E13X-3FQI,ALLEYCAT420FARMS@GMAIL.COM,5807684507,COLBERT,74733,BRYAN,growers, ALLEY CAT
ANGELA PARKER ,GAAA-EY90-I6K9,SCOOTCHAMP@YAHOO.COM,9037442446,COLBERT,74733,BRYAN,growers, GREEN FIRE FARMS
BC BUDS LLC ,GAAA-EKFU-Q63M,VANESSACORDELL1234@GMAIL.COM,5809162885,COLBERT,74733,BRYAN,growers,
CANNACO LABS LLC ,GAAA-EKKT-NCGQ,CANNACOLABS@GMAIL.COM,9034623513,COLBERT,74733,BRYAN,growers, PROFOUND ROOTS
FARM 91 ,GAAA-VKPK-KBUE,JIMWESTER50@GMAIL.COM,2147632768,COLBERT,74733,BRYAN,growers, FARM 91
FOXROSE FARMS LLC ,GAAA-OTKL-EESB,DADDYDUNEGAN@GMAIL.COM,5807755659,COLBERT,74733,BRYAN,growers,
GET RIGHT CAFE LLC ,GAAA-V1NS-2QMR,BELLCHRIS10@YAOO.COM,9037181582,COLBERT,74733,BRYAN,growers,
GREEN BLISS LLC ,GAAA-EYOF-1XDB,DEREK.BLUECHIPSALES@GMAIL.COM,9038148234,COLBERT,74733,BRYAN,growers, GREEN BLISS
LAKE TEXOMA HERBAL NURSERY ,GAAA-EY0U-IVNP,ALEDIAJW@GMAIL.COM,5805793978,COLBERT,74733,BRYAN,growers,
LOVELY LEAVES LLC ,GAAA-E1EN-I0PM,SAMTANI4U@YAHOO.COM,2146499742,COLBERT,74733,BRYAN,growers, LOVELY LEAVES LLC
PACC GARDENS ,GAAA-VYAA-P2VL,DANIELHAILEROOFING@YAHOO.COM,5804342861,COLBERT,74733,BRYAN,growers, DANIEL HAILE
RAW FARMING ,GAAA-EYWX-FBUS,AARON.WINHAM73@MSN.COM,9032679454,COLBERT,74733,BRYAN,growers, RAW FARMING
RICECHERRYINVESTMENTSLLC ,GAAA-TQ7M-33X4,RICECHERRYINVESTMENTS@GMAIL.COM,9036241601,COLBERT,74733,BRYAN,growers,
RIVER BOTTOM BUDS LLC ,GAAA-V15J-GTTR,CAVANMETCALF11@GMAIL.COM,9035302703,COLBERT,74733,BRYAN,growers, RBB
THE HAILE CANNABIS FARMS ,GAAA-VYEP-J0E0,THEHAILECANNABISFARMS@GMAIL.COM,5805793215,COLBERT,74733,BRYAN,growers, THE HAILE CANNABIS FARMS
TOLLBRIDGE FARM LLC ,GAAA-41WC-CZ6I,BANDDBUDFARM@GMAIL.COM,9036249464,COLBERT,74733,BRYAN,growers, TOLLBRIDGE FARM LLC
VOODOO FARMS ,GAAA-E1TT-QBB7,VOODOOFARMS09@GMAIL.COM,5805131928,COLBERT,74733,BRYAN,growers,
"BEAR'S GROVE, LLC ",GAAA-YRFB-XOQ7,KELLI.BEARS.GROVE@GMAIL.COM,9403892127,COLCORD,74338,DELAWARE,growers,
"BIG NUGGET, LLC ",GAAA-JCLH-2NDV,DRENSHAW90@GMAIL.COM,8065484727,COLCORD,74338,DELAWARE,growers,
"BULL HOLLOW BOTANICALS, LLC ",GAAA-SZDO-AE8F,BHB.MANAGEMENT.OK@GMAIL.COM,7079320064,COLCORD,74338,DELAWARE,growers,
"CHA FARM, LLC ",GAAA-V1JO-N4DV,LORCHAN@GMAIL.COM,9186452671,COLCORD,74338,DELAWARE,growers, CHA FARM LLC
"CINDY'S GROW, LLC ",GAAA-79ZA-CYAO,JESSE.THAO79@YAHOO.COM,9186298530,COLCORD,74338,DELAWARE,growers," CINDY'S GROW, LLC"
"CREATIVE FARM, LLC ",GAAA-N1K5-1XNU,ALL.SEASONS.OKLA@GMAIL.COM,4059628867,COLCORD,74338,DELAWARE,growers,
"FOSTER & BROWN, LLC ",GAAA-YKMJ-YVVA,FOSTERBROWNCANNABIS@OUTLOOK.COM,2545351402,COLCORD,74338,DELAWARE,growers, FOSTER & BROWN CANNABIS COMPANY
"GANG JAA, LLC ",GAAA-KI7I-7C9C,JXYANG2002@YAHOO.COM,6513542310,COLCORD,74338,DELAWARE,growers," GANG JAA, LLC"
"HU FARMS, LLC ",GAAA-4KPW-X9NB,HUFARMS@GMAIL.COM,5307121333,COLCORD,74338,DELAWARE,growers, HU FARMS
"LEGIT WEED, LLC ",GAAA-REFL-O9VZ,LEGITWEEDLLC@GMAIL.COM,2092058053,COLCORD,74338,DELAWARE,growers, LEGIT WEED FARM
"SWICEGOOD FARMS, LLP ",GAAA-R7ZY-E76E,SWICEGOOD_A@YAHOO.COM,4792208635,COLCORD,74338,DELAWARE,growers,
"XIONG ORGANIC GROW, LLC ",GAAA-E1PE-5ZDN,XIONGMC28@GMAIL.COM,9185008229,COLCORD,74338,DELAWARE,growers,
BL GROW ,GAAA-2JSN-ZTJZ,LORCHAN@GMAIL.COM,9186452671,COLCORD,74338,DELAWARE,growers, BL GROW
BNY FARM LLC ,GAAA-4JFM-KCQG,YIANPIB@GMAIL.COM,9183462549,COLCORD,74338,DELAWARE,growers, BNY FARM LLC
DABBERGRASS LLC ,GAAA-41GL-HU5L,HUEYEJYAJ@GMAIL.COM,6197230886,COLCORD,74338,DELAWARE,growers, DABBERGRASS LLC
EUVOAX REMEDY LLC ,GAAA-2DZB-CMWS,EUVOAXREMEDY@GMAIL.COM,9186337111,COLCORD,74338,DELAWARE,growers, EUVOAX
EVERST GREEN LLC ,GAAA-VJJE-WIYX,KALEE382678@GMAIL.COM,7635929849,COLCORD,74338,DELAWARE,growers, EVERST GREEN LLC
EXOTIK MOUNTAIN GARDENS LLC ,GAAA-E1MN-AOGD,EXOTIKMOUNTAINGARDENS@GMAIL.COM,9188143882,COLCORD,74338,DELAWARE,growers,
FANG LAY YANG ,GAAA-FES6-QOKX,FANGSHYYANG@HOTMAIL.COM,4792330018,COLCORD,74338,DELAWARE,growers, 3HMB FARMS LLC
FINELINE CANNABIS LLC. ,GAAA-YD6O-RL1H,FINELINECANNABIS@GMAIL.COM,5393282015,COLCORD,74338,DELAWARE,growers,
HOUSE OF GREEN HERBS ,GAAA-E1VO-TPSE,CHANGXIONG2011@YAHOO.COM,9188053351,COLCORD,74338,DELAWARE,growers,
HYDRO GROW LLC ,GAAA-V1L7-YMJL,HYDROGROW46@YAHOO.COM,4799574909,COLCORD,74338,DELAWARE,growers, HYDRO GROW LLC
ILLUSTRIOUS LLC ,GAAA-418D-NVJA,DAIMPHIAJEMOTION@YAHOO.COM,6519830836,COLCORD,74338,DELAWARE,growers,
IN HIGH SUPPLY LLC ,GAAA-N1XQ-X7VW,APACHELIGHT@GMAIL.COM,9188687896,COLCORD,74338,DELAWARE,growers,
J.S SOMVAM LLC ,GAAA-BXQY-C7QY,JSSOMVAMGROWING.OK@GMAIL.COM,6122424694,COLCORD,74338,DELAWARE,growers, J.S SOMVAM LLC
JACKIE SMITH ,GAAA-4JXE-9EZB,CHANDLER4546@GMAIL.COM,4796599600,COLCORD,74338,DELAWARE,growers, KIND BUDZ MEDICAL MARIJUANA
JDH FARMS LLC ,GAAA-4K3P-ZVI4,JHAMLIN019@YAHOO.COM,2099003154,COLCORD,74338,DELAWARE,growers,
JULIA SHOUA VANG ,GAAA-NJWJ-UFNW,JSVENTERPRISE2012@HOTMAIL.COM,7203254572,COLCORD,74338,DELAWARE,growers, JULIA SHOUA VANG
LAB CANNABIS GP LLC ,GAAA-VJR4-10KK,LABCANNABISGP@GMAIL.COM,4795999221,COLCORD,74338,DELAWARE,growers,
LEGENDARY LLC ,GAAA-4YAI-SRJD,XIONGTHOUALEE@GMAIL.COM,4792203961,COLCORD,74338,DELAWARE,growers, LEGENDARY
LITTLE LEE BLOOMING LLC ,GAAA-0JN8-KRL2,LITTLELEEBLOOMING@YAHOO.COM,7048187783,COLCORD,74338,DELAWARE,growers, LITTLE LEE BLOOMING LLC
LOIS HICKS ,GAAA-NYO8-L0TO,LOIS.143HICKS@GMAIL.COM,4799258985,COLCORD,74338,DELAWARE,growers, NANA'S NURSERY
MICHAEL YOUNG ,GAAA-VJTJ-XLTX,WCBF150@YAHOO.COM,4797994558,COLCORD,74338,DELAWARE,growers, HILL TOP FARMS
NATURAL CONNECTION LLC ,GAAA-N19S-AXC0,NATURALCONNECTIONOK@GMAIL.COM,4799575056,COLCORD,74338,DELAWARE,growers, NATURAL CONNECTION
OK SONNY'S LICENSE CULTIVATOR LLC ,GAAA-IMFR-BYWR,ADAMALOISE@GMAIL.COM,2673121858,COLCORD,74338,DELAWARE,growers, OK SONNY'S LICENSE CULTIVATOR LLC
PAJ YEEB VANG ,GAAA-BTXA-HQ6G,PAJYEEBVANG7@GMAIL.COM,9189640405,COLCORD,74338,DELAWARE,growers, M.I.A.
STICKY BUDZ LLC ,GAAA-NKIE-NWQS,STICKYBUDZ4YOU@GMAIL.COM,4792199212,COLCORD,74338,DELAWARE,growers, STICKY BUDZ LLC
TITOS GROW LLC ,GAAA-EY6L-0RXG,TITOSGROW@GMAIL.COM,4792202896,COLCORD,74338,DELAWARE,growers, TITOS GROW LLC
VITAL GREENS LLC ,GAAA-RWHT-0K8M,VITALGREENS.OK@GMAIL.COM,9188457768,COLCORD,74338,DELAWARE,growers, VITAL GREENS LLC
YAYA VERDE LLC ,GAAA-RDGS-LNGZ,YAYAVERDEOK@GMAIL.COM,6515280181,COLCORD,74338,DELAWARE,growers, YAYA VERDE
YER YANG THOR ,GAAA-3PUQ-VYAW,CTHOR10@GMAIL.COM,4792208722,COLCORD,74338,DELAWARE,growers, QUBE CANNABIS
"HIGH QUALITY GROWERS, LLC ",GAAA-VJCM-BYBV,TRENTRH@YAHOO.COM,4056131012,COLE,73010,MCCLAIN,growers," HIGH QUALITY GROWERS, LLC"
"BEDELIA GARDENS, LLC ",GAAA-4J05-GRP3,CHARLES@BEDELIAGARDENS.COM,5807401050,COLEMAN,73432,JOHNSTON,growers, BEDELIA GARDENS
HGK RANCH LLC ,GAAA-AKGB-NHE6,GPKEN86@YAHOO.COM,2149265445,COLEMAN,73432,JOHNSTON,growers,
LUCKY 13 FARMS LLC ,GAAA-KXWT-IHPL,LUCKY13FARMLLC@GMAIL.COM,4692228984,COLEMAN,73432,JOHNSTON,growers, LUCKY 13 FARMS
PEACE IN THE PINE GROWERY ,GAAA-VKSN-YNDT,PEACEINTHEPINESGROWERY@GMAIL.COM,5802320348,COLEMAN,73432,JOHNSTON,growers, PEACE IN THE PINES GROWERY
QINGZHI LLC ,GAAA-QOPI-YSTR,MATT@STACYLEGALGROUP.COM,4058167532,COLEMAN,73432,JOHNSTON,growers,
ROUGH COUNTRY CANNABIS LLC ,GAAA-VKRR-GZDP,NWATEXOMA@YAHOO.COM,5802570358,COLEMAN,73432,ATOKA,growers, ROUGH COUNTRY CANNABIS LLC
"EPIC CANNABIS COMPANY, LLC ",GAAA-EYWA-PNGJ,ZELLNERDEREKT@YAHOO.COM,9186764875,COLLINSVILLE,74021,TULSA,growers,
"HIDDEN FARMS, LLC ",GAAA-NSTR-BZ6D,HIDDENFARMC@GMAIL.COM,9185089269,COLLINSVILLE,74021,WASHINGTON,growers," HIDDEN FARMS, LLC"
"KYROCK ENTERPRISES, LLC ",GAAA-VKWF-EI38,BROCK@KYROCKFARMS.COM,9187409872,COLLINSVILLE,74021,TULSA,growers, KYROCK FARMS
"MY AMERICAN DREAM, LLC ",GAAA-NKUH-E4E4,BOMOUA75@GMAIL.COM,9182154851,COLLINSVILLE,74021,TULSA,growers,
"OKLAHOMA GROW LABS, LLC ",GAAA-N1J1-XEUS,OKLAHOMAGROWLABS@GMAIL.COM,9188140642,COLLINSVILLE,74021,TULSA,growers," OKLAHOMA GROW LABS, LLC"
"TNE ENTERPRISES, LLC ",GAAA-8XYB-OIAX,JESSE.THAO79@YAHOO.COM,9188009912,COLLINSVILLE,74021,WASHINGTON,growers," TNE ENTERPRISES, LLC"
918 OKLAHOMA GROWN ,GAAA-N8JA-7ESR,OG@918OKLAHOMAGROWN.COM,9185101149,COLLINSVILLE,74021,TULSA,growers, 918 OG
A AND T GROWERS ,GAAA-E104-TKCA,WAHALL7373@GMAIL.COM,9186954168,COLLINSVILLE,74021,WASHINGTON,growers,
BLANKENSHIP MEDICINAL FARMS LLC ,GAAA-VKZO-JQZZ,TWBLANKENSHIP@GMAIL.COM,9186335278,COLLINSVILLE,74021,TULSA,growers, BLANKENSHIP MEDICINAL FARMS
BLOOMING WELLNESS LLC ,GAAA-4JSN-CXK4,TEDD.MEURER@GMAIL.COM,9182895769,COLLINSVILLE,74021,WASHINGTON,growers, BLOOMING WELLNESS
CLINCH OUTDOORS LLC ,GAAA-TFTL-BK9U,HUGHMUSSER@GROKC.NET,4054365340,COLLINSVILLE,74021,TULSA,growers, GROKC PREMIUM OG
CONVALESCAT LIMITED COMPANY ,GAAA-41CT-DT9P,AARONCOLEWADE@PROTONMAIL.COM,9189382116,COLLINSVILLE,74021,WASHINGTON,growers, CONVALESCAT LIMITED COMPANY
COWBOY PHARMS LLC ,GAAA-VJLM-EODZ,MIX@COWBOYPHARMS.COM,9185000193,COLLINSVILLE,74021,WASHINGTON,growers, COWBOY PHARMS
EPIC LEAF PHARMS LLC ,GAAA-VY55-LUHO,EPICLEAFPHARMSLLC@YAHOO.COM,9188553815,COLLINSVILLE,74021,WASHINGTON,growers,
EVERYTHING ELEVATED FARMS LLC ,GAAA-3ZKS-SFSO,EVERYTHINGELEVATEDFARMS@GMAIL.COM,9182300796,COLLINSVILLE,74021,TULSA,growers, EVERYTHING ELEVATED FARMS LLC
GREEN GENE PARTNERS ,GAAA-IYKE-ZGFW,MATTSLAYMON@GMAIL.COM,9186135802,COLLINSVILLE,74021,TULSA,growers, GREEN GENE FARMS
GREEN THUMB PHARMS ,GAAA-4YYB-ZLKE,PAMDUCKCREEK@GMAIL.COM,9186252658,COLLINSVILLE,74021,WASHINGTON,growers,
HIGH DENSITY LLC ,GAAA-XDWZ-R3QD,HIGHDENSITYLLC@GMAIL.COM,9188047303,COLLINSVILLE,74021,TULSA,growers, HIGH DENSITY FARMS
KINFOLK BEST BUDS ,GAAA-T0JL-HCUS,COUSINSBUDS@GMAIL.COM,9182849146,COLLINSVILLE,74021,TULSA,growers, KINFOLK BEST BUDS
LUE YANG ,GAAA-0XIS-T2PU,ACCORD200274146@YAHOO.COM,2542479524,COLLINSVILLE,74021,WASHINGTON,growers, YANG LEE FARM
OKLAHOMA IOTA LLC ,GAAA-62TA-OPXC,OKLAHOMALOTASERVICES.OK@GMAIL.COM,5598242623,COLLINSVILLE,74021,TULSA,growers, OKLAHOMA IOTA LLC
OTG LAND LLC ,GAAA-EKHD-2FIC,OTGLAND@PROTONMAIL.COM,4054085552,COLLINSVILLE,74021,TULSA,growers," OTG LAND, LLC"
PAKALOLO HI ,GAAA-EKMF-ALAV,PAKALOLOHI918@GMAIL.COM,9189065915,COLLINSVILLE,74021,TULSA,growers,
RELEAF FARMS LLC ,GAAA-41YI-NHNJ,MARK.WISDOM@RELEAFOK.COM,9186459682,COLLINSVILLE,74021,TULSA,growers, RELEAF FARMS LLC
VERA JANE LLC ,GAAA-4JS4-CLFP,KE.FISHER9@GMAIL.COM,9188047717,COLLINSVILLE,74021,WASHINGTON,growers, VERA JANE
ZIM'S GREEN FARM ,GAAA-V1JR-DCBH,ZIMSGREENFARM@GMAIL.COM,8327942804,COLONY,73021,WASHITA,growers, ZIM'S GREEN FARM
"A NEW LEAF ON LIFE, L.L.C. ",GAAA-CHIM-KAWC,JOHN.TIBBETS@YAHOO.COM,3256428816,COMANCHE,73529,STEPHENS,growers,
"SLOW BURN FARM, LLC ",GAAA-VY3K-0VE8,ANICKERSON21877@GMAIL.COM,5804589221,COMANCHE,73529,COTTON,growers," SLOW BURN FARM, LLC"
"SMOKELESS, LLC ",GAAA-FKLT-AFSH,SMOKLESSS66@GMAIL.COM,4052683575,COMANCHE,73529,STEPHENS,growers," SMOKELESS, LLC"
"TMFX, L.L.C. ",GAAA-6SQL-LJXS,SAIPINGWU@GMAIL.COM,9173855202,COMANCHE,74529,STEPHENS,growers,
"WENG GREEN, LLC ",GAAA-NY73-SWYL,MATT@STACYLEGALGROUP.COM,4058167228,COMANCHE,73529,STEPHENS,growers,
6 POND TOAD LLC ,GAAA-LWSL-GYUJ,6PONDTOAD@GMAIL.COM,8506123548,COMANCHE,73529,STEPHENS,growers,
CBRY LLC ,GAAA-NGAK-KXHI,TRIPLEWLLLC@YAHOO.COM,9173855202,COMANCHE,73529,STEPHENS,growers, CBRY LLC
