business,license,email,phone,city,zip,county,license_type,trade_name
OUTASIGHT PRODUCTS LLC ,PAAA-CFOW-SC0T,TRENTRH@YAHOO.COM,4056131012,BLANCHARD,73010,MCCLAIN,processor, OUTASIGHT PRODUCTS
PACBOY FARMS LLC ,PAAA-KQV8-K5QR,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,OKLAHOMA,processor, PACBOY FARMS LLC
PSYCH LLC ,PAAA-Z2TN-OCPR,SKYLER@MARIHAHA.COM,4695161916,BLANCHARD,73010,MCCLAIN,processor, PSYCH EXTRACTS
QUALITY CANNABIS DBA PHI ORGANICS ,PAAA-4JOB-PJE1,QUALITYCANNABISINC@GMAIL.COM,4056598839,BLANCHARD,73010,GRADY,processor, PHI ORGANICS
QUN LIN GREEN LLC ,PAAA-PGCS-FGGB,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,processor,
REDWOOD CAPITAL HOLDINGS LLC ,PAAA-KX5O-6DSI,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,processor,
SASSY GRASS PROCESSORS LLC ,PAAA-KOGO-QZJZ,SASSYGRASSGROWERS@GMAIL.COM,4056646696,BLANCHARD,73010,GRADY,processor, SASSY GRASS PROCESSORS
"SCREEN OF GREEN FARMS, LLC ",PAAA-0YCD-0QEQ,GREG@SCROGFARMS.COM,4059909830,BLANCHARD,73010,GRADY,processor,
STASH HOLDINGS LLC ,PAAA-KUEW-X74F,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,processor,
SUNNYVALE RV PARK LLP ,PAAA-VJUC-WGSH,RHARMON@PLDI.NET,4057602601,BLANCHARD,73010,MCCLAIN,processor, SUNNYVALE FARMS
"T HUMBLE, INC. ",PAAA-VZUL-HUUA,JDC707@GMAIL.COM,7073827805,BLANCHARD,73010,MCCLAIN,processor," T HUMBLE, INC."
"TGIC OKLAHOMA, LLC ",PAAA-4Y2E-UYWE,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,processor,
VETAE HOLDINGS LLC ,PAAA-N1ZV-C3UW,FRANTZ@VETAELIVING.COM,4056029694,BLANCHARD,73010,GRADY,processor, VIVACITY EXTRACTION
VTH ELEMENT EXTRACTS AND CONSULTATION ,PAAA-EYEO-JLSV,VTHELEMENTEXTRACTS@GMAIL.COM,4053202099,BLANCHARD,73010,GRADY,processor, VTH ELEMENT EXTRACTS AND CONSULTATION
"WENG GREEN, LLC ",PAAA-N1J9-LWJ8,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,processor,
"WENWU GREEN, LLC ",PAAA-VKS2-QUYU,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,processor,
YAN MEI GREEN LLC ,PAAA-EY78-EAOW,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,processor,
"YANJUN GREEN, LLC ",PAAA-4JMK-YYSU,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,processor,
"YANXI GREEN, LLC ",PAAA-VYKN-IPIU,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,processor,
YELLOW DOG HOLDINGS LLC ,PAAA-OYJ9-AZLV,MATT@STACYLEGALGROUP.COM,4057353800,BLANCHARD,73010,GRADY,processor, YELLOW DOG HOLDINGS LLC
ZHU GREEN LLC ,PAAA-IIIV-SLLR,MATT@STACYLEGALGROUP.COM,4058167228,BLANCHARD,73010,GRADY,processor, ZHU GREEN LLC
26 MOYERS FARM GROUP LLC ,PAAA-M29U-KCTU,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,processor,
179 SOUTH 122ND HOLDINGS LLC ,PAAA-FQQB-FQPE,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,processor,
15249 SOUTH 76TH HOLDINGS LLC ,PAAA-H1RY-JK5J,MATT@STACYLEGALGROUP.COM,4058167532,BLANCHARD,73010,GRADY,processor,
"FRITZ FUSION'S, LLC ",PAAA-NKZO-G3W8,FRITZMMLLC@GMAIL.COM,9183814246,BLUEJACKET,74333,CRAIG,processor," FRITZ FUSION'S, LLC"
"BLUE BURROS FARMS, LLC ",PAAA-SB08-S0WO,LOSAWYERMIKE624@YAHOO.COM,4697587791,BOKCHITO,74726,BRYAN,processor," BLUE BURROS FARMS, LLC"
K-RAD'S PROCESSING ,PAAA-JBQO-KM0M,KRADSCANNABIS@GMAIL.COM,5807757865,BOKCHITO,74726,BRYAN,processor, K-RAD'S CANNABIS
TEXOMA HOME GROWN FARMS INC ,PAAA-LIYN-ZMMP,TEXOMAHOMEGROWNFARMSINC@GMAIL.COM,5809242586,BOKCHITO,74726,BRYAN,processor, TEXOMA HOME GROWN FARMS INC
WEEDMEN XTRACTS ,PAAA-LTH8-IJZ1,DUSTINA4364@GMAIL.COM,5807754364,BOKCHITO,74726,BRYAN,processor, DUSTIN ANGELLO
DREAMCATCHER MEDICAL LLC ,PAAA-VJBS-GTKW,DREAMCATCHERMEDICALLLC@GMAIL.COM,9187586746,BOYNTON,74422,OKMULGEE,processor, DREAMCATCHER MEDICAL LLC
OUCHIE EDIBLES LLC ,PAAA-BWN1-MKNR,OUCHIEEDIBLESLLC@GMAIL.COM,9183617806,BOYNTON,74422,MUSKOGEE,processor,
"KNUCKLE RUB, LLC ",PAAA-EY4X-M8WY,KNUCKLERUB420@GMAIL.COM,4057404173,BRAGGS,74423,MUSKOGEE,processor, ANGIE'S KNUCKLE RUB
MICHAEL SHAWN BEAVERS ,PAAA-4KUS-Y6YB,JOJOOBEAVER2468@GMAIL.COM,5306165204,BRAGGS,74423,MUSKOGEE,processor,
"BENDE GREEN, LLC ",PAAA-41H8-WY8D,MATT@STACYLEGALGROUP.COM,4058167228,BRISTOW,74010,CREEK,processor,
DELTA918 LABS LLC ,PAAA-41UW-SFTE,DELTA918LABS@GMAIL.COM,9186193484,BRISTOW,74010,CREEK,processor, DELTA918 LABS
"FULLSPECX, LLC ",PAAA-TITO-OZXB,TSCAGGS@FULLSPECX.COM,4056231606,BRISTOW,74010,CREEK,processor," FULLSPECX, LLC"
GREEN WALL STREET LLC ,PAAA-EJMV-ZH9V,ARIANAMOMMY715@GMAIL.COM,9189984476,BRISTOW,74010,CREEK,processor, OKLAHOMA MEDICINE GIRLS
HILL FAMILY INVESTMENTS INC ,PAAA-JCXN-RDMY,HILLFAMILYINVESTMENTS@GMAIL.COM,6202101080,BRISTOW,74010,CREEK,processor, HILL FAMILY INVESTMENTS
MZC INC ,PAAA-LFJY-5QUM,27PUREFIRESALES@GMAIL.COM,9102693337,BRISTOW,74010,CREEK,processor, MZC INC
"OUTLAND AGRICULTURE PROCESSING COMPANY, LLC ",PAAA-4JDS-U5YW,TGG5765@HOTMAIL.COM,9187598075,BRISTOW,74010,CREEK,processor, OUTLAND AG PROCESSING
"4-C'S PROCESSING, LLC ",PAAA-V1SQ-EV3Q,MCZCASH@GMAIL.COM,9186255653,BROKEN ARROW,74012,TULSA,processor,
918EXTRACTSLLC ,PAAA-HSJA-A0XT,918EXTRACTSLLC@GMAIL.COM,9188147511,BROKEN ARROW,74012,TULSA,processor, 918EXTRACTSLLC
"BAKE BAKE, INC. ",PAAA-7AOD-QRB5,MMANNING@ETHODIGM.COM,9186361466,BROKEN ARROW,74012,TULSA,processor,
"BIG RED DOG UNLIMITED, LLC ",PAAA-EYHW-G5LN,CLIFFOSTROM@YAHOO.COM,9187706100,BROKEN ARROW,74012,TULSA,processor, ALL ABOUT CANNABIS
"CSCIV, LLC ",PAAA-VYDL-C3LS,NSBUNT@GMAIL.COM,9182710032,BROKEN ARROW,74011,TULSA,processor, 24K LABS
ELLMOH LLC ,PAAA-E14B-6BQ1,ELLIOTTPOSTON@GMAIL.COM,9185102031,BROKEN ARROW,74012,TULSA,processor, THRIVE OKLAHOMA
"EVO DISTRIBUTION COMPANY, LLC ",PAAA-VJME-7GGA,TIK@EVOLUTIONONLINE.COM,9182075436,BROKEN ARROW,74012,TULSA,processor,
HELIX EXTRACT LLC ,PAAA-VYCL-RKVM,HELIX.EXTRACTS@GMAIL.COM,7602131709,BROKEN ARROW,74012,TULSA,processor, HELIX EXTRACT
J & JS PROCESSING LLC ,PAAA-CG4J-O5WO,JSTARKS601@GMAIL.COM,9189339526,BROKEN ARROW,74012,TULSA,processor, J & JS PROCESSING LLC
"J&E CAPITAL & MANAGEMENT, LLC ",PAAA-41OY-S4PN,GUERRA954@GMAIL.COM,9543959530,BROKEN ARROW,74012,TULSA,processor,
MED PHARM INC ,PAAA-UHK4-IMPC,DENIMINK@AOL.COM,9182847875,BROKEN ARROW,74014,WAGONER,processor, MED PHARM
"OKMC, LLC ",PAAA-4YVQ-KVDV,JOSEPHDHALL2017@GMAIL.COM,9189357866,BROKEN ARROW,74012,TULSA,processor, OKMC
"PURAVERDE, LLC ",PAAA-EJA1-IQ18,RYAN@BUFFALOROZE.COM,4796533452,BROKEN ARROW,74014,TULSA,processor," PURAVERDE, LLA"
"SAINT JANE CANNABIS CLUB, LLC ",PAAA-41GK-TLMQ,CSEHVOLERE@GMAIL.COM,9182325954,BROKEN ARROW,74012,TULSA,processor, SAINT JANE CANNABIS CLUB
"113 MANAGEMENT, LLC ",PAAA-EKOS-AVUU,DAVEDARC@GMAIL.COM,9184084420,BROKEN ARROW,74012,TULSA,processor, KIND SUPPLY
"EVOLUTION XTRACTS, LLC ",PAAA-AYSL-RE0Y,EVOLUTIONXTRACTS@GMAIL.COM,5802126020,BROKEN BOW,74728,MCCURTAIN,processor,
"INVITA OPTIMUM, LLC ",PAAA-4KXY-OHBV,JERRYCAUGHMAN@GMAIL.COM,4057575133,BROKEN BOW,74728,MCCURTAIN,processor,
JANETTA DODSON ENTERPRISES LLC ,PAAA-4YJM-FHGG,JANETTADODSON@YAHOO.COM,5802366737,BROKEN BOW,74728,MCCURTAIN,processor, LIGHT 'EM UP
KIAMICHI COLLECTIVE EXTRACTIONS LLC ,PAAA-N1ZN-TN4K,MJCAUDLE2200@GMAIL.COM,5803062963,BROKEN BOW,74728,MCCURTAIN,processor,
REDSEAL MED FARMS LLC ,PAAA-VJNL-QA17,COMPTONSRENTALS@GMAIL.COM,5802360968,BROKEN BOW,74728,MCCURTAIN,processor,
ROBOT PHARMER LLC ,PAAA-4YLD-WYYD,JOSHWHEAT@ROBOTPHARMER.COM,8172711339,BROKEN BOW,74728,MCCURTAIN,processor, ROBOT PHARMER LLC
"THE MEDICAL JOINT DISPENSARY, LLC ",PAAA-XSY1-ZROU,MEDICALJOINT@YAHOO.COM,5802122434,BROKEN BOW,74728,MCCURTAIN,processor,
INTEGRATED CREATIVE INVESTMENTS ,PAAA-4Y6V-SKND,RANDRDISPENSARY@GMAIL.COM,6786289157,BURBANK,74633,OSAGE,processor, R & R
JIMTOWN REFINEMENTS LLC ,PAAA-VTNM-7DWE,JIMTOWNREFINEMENTLLC@GMAIL.COM,5805041870,BURNEYVILLE,73430,LOVE,processor, JIMTOWN REFINEMENTS LLC
VALHALLA LABS LLC ,PAAA-NJ5O-3SDB,OWNER@NACOKLAHOMA.COM,8064705674,BYARS,74831,GARVIN,processor,
"BLUE BEAVER FARM, LLC ",PAAA-N1PO-OVFN,BLUEBEAVERFARM@HOTMAIL.COM,5806788876,CACHE,73527,COMANCHE,processor,
"DEER RUN HOLDINGS, LLC ",PAAA-E1QM-TVYZ,VIVIAN.PHILHOWER@GMAIL.COM,2146626676,CADDO,74729,BRYAN,processor,
J&A SUPPLY COMPANY LLC ,PAAA-NYZC-32JQ,JOHN@JASUPPLY.US,5807403606,CADDO,74729,BRYAN,processor, BUFFALO HEAD CANNABIS
RED RIVER REMEDIES LLC. ,PAAA-4KYF-XPZC,ZILJIANAGUIRRE@GMAIL.COM,4699689451,CADDO,74729,BRYAN,processor, RED RIVER REMEDIES LLC
BOBS BUDS ,PAAA-N1WF-QH9V,ADJUSTERONTHEMOVE@YAHOO.COM,2144930456,CALERA,74730,BRYAN,processor, BOBS BUDS
"B & C EL RENO ENTERPRISES, INC. ",PAAA-4KOF-NUCD,CLADUIAJRAY@PREMIEREVALLEYPRODUCTS.COM,4052079333,CALUMET,73014,CANADIAN,processor, CANADIAN COUNTY CANNABIS
BE KIND KUSH CO. ,PAAA-NKZW-WUMZ,KELLYNICHOLE23@YAHOO.COM,4058080454,CALUMET,73014,CANADIAN,processor,
BLACK LABS LLC ,PAAA-4KQL-VBDD,WBCORTEZ@OKDELTA9.COM,4059628264,CALUMET,73014,CANADIAN,processor,
COUNTRY ROAD JUNKIES ,PAAA-4YFP-UTSP,CRJUNKIESOK@GMAIL.COM,4052057508,CALUMET,73014,CANADIAN,processor, COUNTRY ROAD JUNKIES
OUDENKERK INC ,PAAA-NYDQ-RFOH,A.SEARS@OUDENKERK.COM,7605001925,CAMERON,74932,LE FLORE,processor, OUDENKERK INC
READY TO ROLL CANNABIS LLC ,PAAA-Q6HR-7REV,GUTHRIESOONER@GMAIL.COM,4055090561,CAMERON,74932,LE FLORE,processor, READY TO ROLL
"WAYNE'S WORLD DISPENSARY, LLC ",PAAA-E1LN-YMPA,CYNTHIASDEPO@GMAIL.COM,4796517529,CAMERON,74932,LE FLORE,processor, WAYNE'S WORLD DISPENSARY
"LA CRECER, LLC ",PAAA-8P59-IQ1C,AJHUTCH97@GMAIL.COM,4056691435,CANTON,73724,DEWEY,processor,
CROCOF ENT LLC ,PAAA-AWW1-IPNS,CROCOF580@GMAIL.COM,4059058161,CANUTE,73626,WASHITA,processor, CROCOF ENT LLC
"PARADISE HIGH, LLC ",PAAA-41UN-OZYG,RKB62@CABLEONE.NET,5802439467,CANUTE,73626,CUSTER,processor,
SWEET EXCHANGE LLC ,PAAA-BHDB-2ACU,TWODOOBIEDUDES@GMAIL.COM,5806601587,CANUTE,73626,WASHITA,processor, SWEET EXCHANGE LLC
CHIEF CANNABIS LLC ,PAAA-VJKI-3GZC,HSHERIDAN_22@YAHOO.COM,4056935344,CARNEGIE,73015,CADDO,processor, CHIEF CANNABIS LABS
HILLTOP EXTRACTS LLC ,PAAA-4JN4-LB4E,LMHUGHES60@GMAIL.COM,4057475782,CARNEY,74832,LINCOLN,processor, HILLTOP EXTRACTS LLC
"PILOT AIRWAYS, LLC ",PAAA-IQ3U-AFZC,KRISSB253@GMAIL.COM,2537325490,CARNEY,74832,LINCOLN,processor," PILOT AIRWAYS, LLC"
"OKIE BOTANICAL EXTRACTORS, LLC ",PAAA-4JE1-9KGX,JOEY.MEIBERGEN@JEINC.COM,5802494419,CARRIER,73727,GARFIELD,processor,
EARTH QUALITY PRODUCTS LLC ,PAAA-NJVH-ILGV,MATTPOLAN@YAHOO.COM,2143342930,CARTWRIGHT,74731,BRYAN,processor,
"GREEN BONNET EXTRACTS, LLC ",PAAA-VWGT-AGXV,KAIMBRIWHITE@CLIMB-COLLECTIVE.COM,9034493995,CARTWRIGHT,74731,BRYAN,processor,
GREENSOURCE BUD COMPANY LLC ,PAAA-EJ0P-UQYV,DUGHOOTEN@AOL.COM,4058080252,CASHION,73016,KINGFISHER,processor, STASH MJ
EMERALD DREAMS VAPE LLC ,PAAA-N1TM-BMAU,EMERALDDREAMSTULSA@GMAIL.COM,9183465062,CATOOSA,74015,ROGERS,processor, EMERALD DREAMS VAPE LLC
"SNOOPYMCCOY'S ORGANIC KANNIBIS ENTERPRISE, LLC ",PAAA-NKEN-AXGB,DEMARIOUSMCCOY@LIVE.COM,9124399626,CEMENT,73017,CADDO,processor,
"66 EXTRACTORY, LLC ",PAAA-V1EQ-HAVT,MBAYJEWELRY@GMAIL.COM,4054102683,CHANDLER,74834,LINCOLN,processor, 66 EXTRACTORY
"NUGX, INC. ",PAAA-MBOW-XKLE,NUGXINC@GMAIL.COM,8187265453,CHATTANOOGA,73528,COTTON,processor,
"MOUNTAIN MAMA'S CANNABIS CO., L.L.C. ",PAAA-VKDP-UEPR,SPARKERKING68@GMAIL.COM,9188430877,CHECOTAH,74426,MCINTOSH,processor,
ME AND MARY JANE ,PAAA-NJGJ-JBTI,EMAILMEANDMARYJANE@GMAIL.COM,4056300724,CHELSEA,74016,ROGERS,processor, ME AND MARY JANE
"BLUNT FORCE GANJA, LLC ",PAAA-RZ7B-VTZD,BLUNTFORCEGANJA@GMAIL.COM,4055746815,CHICKASHA,73018,GRADY,processor," BLUNT FORCE GANJA, LLC"
"BORDWINE FARMS, LLC ",PAAA-YWYF-OA5P,CONST@BORDWINEDEVELOPMENT.COM,4052246311,CHICKASHA,73018,GRADY,processor,
CANDACE BURKHART ,PAAA-EJPN-QVEF,CBURKHARTCNA@YAHOO.COM,4055742438,CHICKASHA,73018,GRADY,processor,
"CANNACULTURE, LLC ",PAAA-E1H1-4Y5W,BMOON1325@GMAIL.COM,4053883192,CHICKASHA,73018,GRADY,processor," CANNACULTURE, LLC"
FELIPE MORRIS LLC ,PAAA-UUUG-DELP,WADEDUNKIN@GMAIL.COM,4055033664,CHICKASHA,73018,GRADY,processor, FELIPE MORRIS
"GROWING GREEN DREAMS, LLC ",PAAA-SXOW-MGYY,DREAMSGREEN2020@GMAIL.COM,4058929608,CHICKASHA,73018,GRADY,processor,
HIPPY SOLUTIONS LLC ,PAAA-EKWL-XQTX,BTJ@BRIANTEDJONES.COM,4056398497,CHICKASHA,73018,GRADY,processor,
IT'S A PROCESS LLC ,PAAA-EKIG-TRLM,ITS_A_PROCESS@YAHOO.COM,4699398606,CHICKASHA,73018,GRADY,processor,
LEFT HANDED HARVESTERS INC ,PAAA-ZAPC-9J8C,VANSCHUYVERFARMS@GMAIL.COM,4059339105,CHICKASHA,73018,GRADY,processor, LEFT HANDED HARVESTERS INC.
"LIBERTY COLLECTIVE, LLC ",PAAA-VPKS-IWAM,COLLIN@GREENLEGALOK.COM,9035393472,CHICKASHA,73018,GRADY,processor, R&H MANUFACTURING
"MOLECULAR EXTRACTS, LLC ",PAAA-V71R-GXRY,JOHNSONSCRANESERVICE@GMAIL.COM,4052229665,CHICKASHA,73018,GRADY,processor,
NEW LEAF MEDICINALS LLC ,PAAA-NYZB-V3VV,ERICK.NEWLEAF@GMAIL.COM,4055742101,CHICKASHA,73018,GRADY,processor, NEW LEAF MEDICINALS LLC
POTTCO INC ,PAAA-M9ZV-GIYI,GEURINBRAD@GMAIL.COM,4058086641,CHICKASHA,73018,GRADY,processor, POTTCO INC
CHAHAL YADAV LLC ,PAAA-N1OW-DHUE,LEAFLIFEOK@GMAIL.COM,4059311351,CHOCTAW,73020,OKLAHOMA,processor, LEAF LIFE
CHEAL INC ,PAAA-L00C-FRC2,CHEALPILL405@GMAIL.COM,4053711925,CHOCTAW,73020,OKLAHOMA,processor, CHEAL INC
CHOCTAW PROCESSING LLC ,PAAA-VZZR-SZYV,ARS@TSGATTORNEYS.COM,4057531195,CHOCTAW,73020,OKLAHOMA,processor, 1440 PROCESSING
"GOLDEN BLOOM EXTRACTS, LLC ",PAAA-VYK6-YLL7,BRUCE@MARVELBLOOM.COM,4055129159,CHOCTAW,73020,CHOCTAW,processor,
THE M AND M CONNECTION ,PAAA-E1QD-SLJU,MATTHEWAWILBORN@GMAIL.COM,9185210770,CHOUTEAU,74337,MAYES,processor, THE M AND M CONNECTION
C4EXTRACTS LLC ,PAAA-V1BW-598N,C4EXTRACTS@GMAIL.COM,9184087246,CLAREMORE,74017,ROGERS,processor, C4EXTRACTS
"CAPTAIN GREENLEAF, INC. ",PAAA-6HEX-XCXK,CAPTAINGREENLEAF91@GMAIL.COM,9189232188,CLAREMORE,74019,ROGERS,processor, CAPTAIN GREENLEAF
DANKY MCNUGGY MEDICAL GROUP ,PAAA-V1CN-RLPN,JAMILYNN.LAMBERT@GMAIL.COM,5803508351,CLAREMORE,74017,ROGERS,processor, DANKY MCNUGGY MEDICAL GROUP
HY-KAGE LABORATORIES L.L.C ,PAAA-4KWR-HPN1,EKALEEL2010@GMAIL.COM,9183532132,CLAREMORE,74019,ROGERS,processor, HY-KAGE LABORATORIES L.L.C
KOLI CANNABIS LTD ,PAAA-GELQ-30DA,SHOBUJ26@HOTMAIL.COM,9188127913,CLAREMORE,74019,ROGERS,processor, CANNAKOLI
"LM&A PROCESSING, LLC ",PAAA-VJWK-0AUH,KETTERLINGS@ME.COM,4053014395,CLAREMORE,74017,ROGERS,processor," LM&A PROCESSING, LLC"
REAP EXTRACTS LLC ,PAAA-IURT-RCSN,DENISE@KINDALTERNATIVE.COM,9187043752,CLAREMORE,74017,ROGERS,processor,
"17295 GROW, LLC ",PAAA-ECDI-LCKE,RCHARLESWILKIN@GMAIL.COM,9186977803,CLAREMORE,74017,ROGERS,processor, JUNGLE KING
KIAMICHI SKIES ,PAAA-EJHI-YS8N,J.PAUL.GRAYSON@GMAIL.COM,9728226314,CLAYTON,74536,PUSHMATAHA,processor, KIAMICHI SKIES
"MMJP, LLC. ",PAAA-EY6Z-AN44,CGGARRISON1@GMAIL.COM,9187215954,CLAYTON,74536,PUSHMATAHA,processor, MEDICAL MARJUANA PROCESSOR
ABC FARMS INC. ,PAAA-EKJD-XA6K,BRANDON.LEWIS8453@GMAIL.COM,9184408453,CLEVELAND,74020,PAWNEE,processor, ABC FARMS INC.
AMERICAN CANNABIS PROCESSING LLC ,PAAA-NYWS-IDRQ,SMOORE190243@GMAIL.COM,9186951902,CLEVELAND,74020,PAWNEE,processor, AMERICAN CANNABIS PROCESSING
CHAOBI GREEN LLC ,PAAA-AKMS-OX0P,MATT@STACYLEGALGROUP.COM,4057353800,CLEVELAND,74045,PAWNEE,processor, CHAOBI GREEN LLC
"HB-OHG, LLC ",PAAA-E9JZ-1UVM,HBOHGOKLLC@GMAIL.COM,9186295007,CLEVELAND,74020,PAWNEE,processor, HB-OKLAHOMA HOME GROWN
"OHG, LLC ",PAAA-4J5P-4XTT,OHGOKLLC@GMAIL.COM,9186295007,CLEVELAND,74020,PAWNEE,processor, OKLAHOMA HOME GROWN - PROCESS
OK ROSIN ,PAAA-VKUH-WSXX,INFO@OKROSIN.COM,9183992779,CLEVELAND,74020,PAWNEE,processor,
"BRILLIANT CHEN, LLC ",PAAA-VJ8R-P1IV,MATT@STACYLEGALGROUP.COM,4058167532,CLINTON,73601,CUSTER,processor,
MIDNIGHT MUNCHIES LLC ,PAAA-VKXX-S1WU,MIDNIGHTMUNCHIES75@GMAIL.COM,5803093686,CLINTON,73601,CUSTER,processor,
"KANNIBOSS,  LLC ",PAAA-EKBC-WC31,SERVAISREPSERVICES@COX.NET,9188520230,COALGATE,74538,COAL,processor, KANNIBOSS
KINGS RESERVES LLC ,PAAA-4YBX-PAE8,TODD@KINGSRESERVES.CLOM,5804369292,COALGATE,74538,COAL,processor, KINGS RESERVES / JUNGLE CREW
PUGH FARMS LTD ,PAAA-4X4E-GBKJ,PUGHFARMSLTD@GMAIL.COM,5809276638,COALGATE,74538,COAL,processor, PUGH FARMS
GET RIGHT CAFE LLC ,PAAA-VJNT-EZSU,BELLCHRIS10@YAHOO.COM,9037181582,COLBERT,74733,BRYAN,processor,
"SPRING FARMS, LLC. ",PAAA-N1IF-1EJM,RUSTYEVANS@ME.COM,9036241943,COLBERT,74733,BRYAN,processor,
"FOSTER & BROWN PROCESSING, LLC ",PAAA-JS1F-KAH5,FOSTERBROWNCANNABIS@OUTLOOK.COM,2545351402,COLCORD,74338,DELAWARE,processor,
HEMP MOTHER LLC ,PAAA-4YTF-MFCH,BRANDISWING1@GMAIL.COM,9189646374,COLCORD,74338,DELAWARE,processor, HEMP MOTHERS NECTAR
HONEY BEE PROCESSING LLC ,PAAA-H7YW-VNR9,HONEYBEEPROCESSING@YAHOO.COM,5802570288,COLEMAN,73432,ATOKA,processor, HONEYBEE PROCESSING
THE COLD TRAP LLC ,PAAA-1QY1-0NRV,CHARLES@BEDELIAGARDENS.COM,5807401050,COLEMAN,73432,JOHNSTON,processor, THE COLD TRAP
EF-EL-AY EXTRACTS LLC ,PAAA-NJAK-CETE,TEDD.MEURER@GMAIL.COM,9182895769,COLLINSVILLE,74021,WASHINGTON,processor, EF-EL-AY EXTRACTS
THADDEUS KOMULA ,PAAA-EYR1-SKTA,KNGSTNK@GMAIL.COM,3604518619,COMANCHE,73529,STEPHENS,processor, KOMULA FARMS
"UNDERGROUND EXTRACTS, LLC ",PAAA-NWCB-0SET,SGILBERTOK86@GMAIL.COM,9189199218,COMMERCE,74339,OTTAWA,processor,
POPPI'S FARM ,PAAA-4Y2A-ETDN,POPPISFARM@GMAIL.COM,5803998283,CONNERVILLE,74836,JOHNSTON,processor, POPPI'S FARM
SMOKIES DRIP LLC ,PAAA-U3Z9-MNBA,SMOKIESDRIP@GMAIL.COM,9185347755,COPAN,74022,WASHINGTON,processor,
