business,license,email,phone,city,zip,county,license_type,trade_name
KOTTON MOUTH DISPENSARY LLC ,DAAA-TOI2-8KUX,COURTNEYTHANPHACHANH@ICLOUD.COM,4056251684,BETHANY,73008,OKLAHOMA,dispensaries, KOTTON MOUTH DISPENSARY
MEDICANN-OK LLC ,DAAA-E1KS-QXIB,MEDICANNOK@GMAIL.COM,4054700642,BETHANY,73008,OKLAHOMA,dispensaries,
NEEDHAM JO ENTERPRISE LLC ,DAAA-4J2K-YMIV,DAVID.WALKER3524@GMAIL.COM,8189705222,BETHANY,73008,OKLAHOMA,dispensaries, THE GREAT BARRIER REEFER MEDICAL DISPENSARY
SB BETHANY LLC ,DAAA-EKCA-1V0Q,JJJONES3030@ICLOUD.COM,4058088726,BETHANY,73008,OKLAHOMA,dispensaries, STARBUDS
THE LEAF HEALTHY LIVING LLC ,DAAA-41JK-ZF51,V.M.GREENJR@GMAIL.COM,4059628438,BETHANY,73008,OKLAHOMA,dispensaries, THE LEAF
"THE SMELLY CLOUD, LLC ",DAAA-VJ7R-HTKX,MIKEARNETT1@GMAIL.COM,4057670522,BETHANY,73008,OKLAHOMA,dispensaries,
CANNABLESS RETAIL 9 LLC ,DAAA-NYB2-8IQU,EVICTORNGO@GMAIL.COM,4056354814,BETHANY,73008,OKLAHOMA,dispensaries, CANNABLESS RETAIL 9
"RT 66 ORGANICS, INC. ",DAAA-NJ2F-BAE2,TBIRD@66CANNABIS.COM,4056272930,BETHANY,73008,OKLAHOMA,dispensaries, RT66 ORGANICS
"HIGHBORN NATURAL MEDS, LLC ",DAAA-SZSX-ENPJ,HIGHBORN.NATURAL@GMAIL.COM,7605006905,BIG CABIN,74332,MAYES,dispensaries,
MAINSTREET 420 SHOP ,DAAA-41NI-4FPS,MAINSTREET420SHOPLLC@YAHOO.COM,4059331358,BINGER,73009,CADDO,dispensaries,
BRIAN'S BRAIN  FOOD LLC ,DAAA-4JJE-UTYO,BEPOWLEY@AOL.COM,4057223663,OKLAHOMA CITY,73162,OKLAHOMA,dispensaries, BRIAN'S BRAIN FOOD LLC
ELLISON INVESTMENTS ,DAAA-VYV4-WP9L,GREENLEAFSUPPLYOKC@GMAIL.COM,4052103007,OKLAHOMA CITY,73162,OKLAHOMA,dispensaries, DOPE DISPENSARIES OR A DOPE CANNABIS CO
KURED CANNABIS COMPANY LLC ,DAAA-NJEX-EXW7,CODYHARDRIDGE@GMAIL.COM,4056501114,OKLAHOMA CITY,73162,OKLAHOMA,dispensaries,
PJ&K MEDICAL LLC ,DAAA-NKID-XKHP,KEVINOKC405@GMAIL.COM,4053712484,OKLAHOMA CITY,73162,OKLAHOMA,dispensaries, CBD PLUS USA
STEADY EDDI LLC ,DAAA-4JDP-18FU,JESSICACHUMPHREY@YAHOO.COM,4058160420,OKLAHOMA CITY,73162,OKLAHOMA,dispensaries,
"TERRY0528, LLC ",DAAA-VQZI-VU0X,JFD711@GMAIL.COM,2482488848,OKLAHOMA CITY,73162,OKLAHOMA,dispensaries, CAPITAL DANK
TRUMED ,DAAA-VKK4-NQZE,NYKATTAN@GMAIL.COM,9726934255,OKLAHOMA CITY,73162,OKLAHOMA,dispensaries, TRUMED
STARS AND STRIPES DISPENSARY LLC ,DAAA-EK4M-KRLM,CHRISTOPHERJAMES1977@ICLOUD.COM,6826679348,OKLAHOMA CITY,73169,OKLAHOMA,dispensaries, STARS & STRIPES
"DL-MNMVENTURES, LLC ",DAAA-4KMQ-QQV5,DL_MNMVENTURES@YAHOO.COM,4055132080,OKLAHOMA CITY,73170,OKLAHOMA,dispensaries, BUDDIES CANNABIS CO. - MOORE
GREEN MEDICAL PATIENTS LLC ,DAAA-N1LJ-WTVP,CPARK@M2PCS.COM,2546308556,OKLAHOMA CITY,73170,CLEVELAND,dispensaries, GREENDOCTOR420
GREEN MESA DISPENSARY LLC ,DAAA-LZAO-VZSW,CSISERVICESOKC@GMAIL.COM,4054569997,OKLAHOMA CITY,73170,CLEVELAND,dispensaries, GREEN MESA DISPENSARY
HIGHER GARDEN LLC ,DAAA-4J6A-L6WQ,JOHN@HIGHERGARDENOK.COM,4052415377,OKLAHOMA CITY,73170,CLEVELAND,dispensaries, HIGHER GARDEN
KD VENTURES LLP ,DAAA-VY5S-OIJ6,THEFARMACYON149@GMAIL.COM,4054734220,OKLAHOMA CITY,73170,CLEVELAND,dispensaries, THE FARMACY DISPENSARY
MTMB MEDICAL LLC ,DAAA-2YD5-FHNE,BAKERSMEDICAL@GMAIL.COM,4052298746,OKLAHOMA CITY,73170,OKLAHOMA,dispensaries, CHEERS CANNABIS
"ROMP MEDICINAL, LLC ",DAAA-V1DC-HKUT,PJ@CBDPLUSUSA.COM,4054175333,OKLAHOMA CITY,73170,OKLAHOMA,dispensaries,
"THE SMELLY CLOUD, LLC ",DAAA-EYNR-JYK7,VIC@CANNABLESS.CO,4056354814,OKLAHOMA CITY,73170,OKLAHOMA,dispensaries, CANNABLESS
"RED RIVER REEFER, LLC ",DAAA-V1UQ-OECR,REDRIVERREEFER@GMAIL.COM,9723585400,OKLAHOMA CITY,73173,OKLAHOMA,dispensaries,
TWISTED EXTRACTS LLC ,DAAA-NKLW-BPZH,MASONBRIANNE3@GMAIL.COM,4056691938,OKLAHOMA CITY,73173,CLEVELAND,dispensaries, KUSH GARDENS
BO & JA TRUCKING CORP ,DAAA-4YKZ-SHBW,JAYAAA@AOL.COM,4058241874,OKLAHOMA CITY,73179,OKLAHOMA,dispensaries, THE WILD WOOD WEED
"HIGHER GARDEN, LLC ",DAAA-E1MH-PSWU,JOHN@HIGHERGARDENOK.COM,4052415377,OKLAHOMA CITY,73179,OKLAHOMA,dispensaries,
TERRA WELLNESS LLC ,DAAA-NYC9-UF3X,CODY@TERRAWELLNESSOK.COM,4058316931,OKLAHOMA CITY,73179,OKLAHOMA,dispensaries,
SOK 1 LLC ,DAAA-NKHY-INEU,JMEREDITH@SOKMGT.COM,4057922468,OKLAHOMA CITY,73116,OKLAHOMA,dispensaries, STEM ON MAY
CANNA EXPRESS 1 LLC ,DAAA-4JV0-NQSK,GHUFFMAN@IWREALTY.COM,4057522525,OKLAHOMA CITY,73127,OKLAHOMA,dispensaries,
"OKC RETAIL #1, LLC ",DAAA-4KSG-WJGE,JOE.J.CORREIA@GMAIL.COM,5802200397,OKLAHOMA CITY,73139,OKLAHOMA,dispensaries, SOLACE MEDS
"CROSSROADS CANNABIS 1, LLC ",DAAA-V1YN-ZOKO,KIRK.WARREN@YAHOO.COM,4058163659,OKLAHOMA CITY,73149,OKLAHOMA,dispensaries, CROSSROADS CANNABIS
CANNA EXPRESS 2 LLC ,DAAA-41ES-AMAU,GHUFFMAN@IWREALTY.COM,4057522525,OKLAHOMA CITY,73107,OKLAHOMA,dispensaries,
"LA 2 OK, LLC ",DAAA-NKCR-MC3E,LUISCM2525@YAHOO.COM,3233842435,OKLAHOMA CITY,73129,OKLAHOMA,dispensaries,
"STARS AND STRIPES DISPENSARY 2, LLC ",DAAA-VKED-VD4W,CHRISTOPHERJAMES1977@ICLOUD.COM,4057270100,OKLAHOMA CITY,73170,CLEVELAND,dispensaries, STARS AND STRIPES DISPENSARY
CANNABLESS RETAIL 3 LLC ,DAAA-C3A1-O2IQ,LEGAL@CANNABLESS.CO,4056354814,OKLAHOMA CITY,73104,OKLAHOMA,dispensaries, CANNABLESS
"OKLAHOMA NATURAL CURES 3, INC. ",DAAA-VJV7-YD48,TIM@HIGHSOCIETYOK.COM,4054735870,OKLAHOMA CITY,73107,OKLAHOMA,dispensaries,
"STKC 3, LLC ",DAAA-N6YJ-6EID,KWAGS04@GMAIL.COM,8184483278,OKLAHOMA CITY,73127,OKLAHOMA,dispensaries, HOUSE OF DANK DISPENSARY
CANNABLESS RETAIL 4 LLC ,DAAA-4KDR-CACP,CSISERVICESOKC@GMAIL.COM,4054569997,OKLAHOMA CITY,73103,OKLAHOMA,dispensaries, CANNABLESS RETAIL 4
"STARS AND STRIPES DISPENSARY 4, LLC ",DAAA-4YST-ETKS,SAEEGH@HOTMAIL.COM,6826679348,OKLAHOMA CITY,73112,OKLAHOMA,dispensaries, STARS AND STRIPES DISPENSARY
CANNABLESS RETAIL 5 LLC ,DAAA-41WD-3T0P,CSISERVICESOKC@GMAIL.COM,4054569997,OKLAHOMA CITY,73104,OKLAHOMA,dispensaries, CANNABLESS RETAIL 5
ALTCARE 5 LLC ,DAAA-4JIL-FKHP,PAUL@FIRELEAFOK.COM,4054760908,OKLAHOMA CITY,73159,CLEVELAND,dispensaries, FIRE LEAF
CANNABLESS RETAIL 6 LLC ,DAAA-EJML-CRVU,CSISERVICESOKC@GMAIL.COM,4054569997,OKLAHOMA CITY,73109,OKLAHOMA,dispensaries, CANNABLESS RETAIL 6
"CANNABLESS RETAIL 7, LLC ",DAAA-AHOA-T5GD,VIC@CANNABLESS.CO,4056354814,OKLAHOMA CITY,73132,OKLAHOMA,dispensaries,
ALTCARE 7 LLC ,DAAA-VYFH-BJHP,PAUL@FIRELEAFOK.COM,4054760908,OKLAHOMA CITY,73139,OKLAHOMA,dispensaries, FIRE LEAF
CANNABLESS RETAIL 8 LLC ,DAAA-NQTG-Z470,CSISERVICESOKC@GMAIL.COM,4054569997,OKLAHOMA CITY,73170,CLEVELAND,dispensaries, CANNABLESS
ALTCARE 9 LLC ,DAAA-VYDZ-UJ2V,PAUL@FIRELEAFOK.COM,4054760908,OKLAHOMA CITY,73127,OKLAHOMA,dispensaries, FIRE LEAF
CANNABLESS RETAIL 10 LLC ,DAAA-9I0K-8TUX,CSISERVICESOKC@GMAIL.COM,4054569997,OKLAHOMA CITY,73132,OKLAHOMA,dispensaries, CANNABLESS
GREEN MOTAVATION 11 LLC ,DAAA-4JMM-MEGL,GREENMOTAVATION2@GMAIL.COM,4056062717,OKLAHOMA CITY,73139,OKLAHOMA,dispensaries,
ALTCARE 12 LLC ,DAAA-4JBG-TECD,PAUL@FIRELEAFOK.COM,4054760908,OKLAHOMA CITY,73108,OKLAHOMA,dispensaries, FIRE LEAF
"CLOUD 13, LLC ",DAAA-E18W-SQOR,MANAGER@CLOUD13RX.COM,4054389333,OKLAHOMA CITY,73139,OKLAHOMA,dispensaries, CLOUD 13 RX
ALTCARE 15 LLC ,DAAA-VYHO-FK1P,TYLERDOOLITTLE@ME.COM,4054884149,OKLAHOMA CITY,73114,OKLAHOMA,dispensaries, FIRE LEAF
CANNACORP 18 LLC ,DAAA-98OH-9WB9,DLEONARDOK@YMAIL.COM,4056305777,OKLAHOMA CITY,73119,OKLAHOMA,dispensaries, CANNABUS DISPENSARY
LENSE 22 SOCIETY ,DAAA-EJIO-VDTI,CORBINADO@GMAIL.COM,4052028656,OKLAHOMA CITY,73116,OKLAHOMA,dispensaries, LIKEWISE CANNABIS
GSO 23RD LLC ,DAAA-EKX6-MNPZ,BLAIR.NAIFEH@GMAIL.COM,4059244240,OKLAHOMA CITY,73008,OKLAHOMA,dispensaries, GREEN SPRINGS OKLAHOMA
"OKLADISPO 36TH STREET, LLC ",DAAA-TY4K-CYXJ,BLAKE@THEPEAKOK.COM,4055340005,OKLAHOMA CITY,73112,OKLAHOMA,dispensaries, THE PEAK 36TH STREET DISPENSARY
46 RELEAF NO.4 LLC ,DAAA-VJMC-IP87,46RRELEAFNO4@GMAIL.COM,4053610995,OKLAHOMA CITY,73139,OKLAHOMA,dispensaries, 46 RELEAF NO. 4 LLC
87 DISPENSARY LLC ,DAAA-N1WN-ZRTO,RMOFFETT69@YAHOO.COM,4058301529,OKLAHOMA CITY,73129,OKLAHOMA,dispensaries, 87 DISPENSARY
"THE HEAL 365, LLC ",DAAA-N177-QRBO,LINDA.K.JHONG@GMAIL.COM,8082561324,OKLAHOMA CITY,73162,OKLAHOMA,dispensaries," THE HEAL 365, LLC"
405 SMOKE LLC ,DAAA-NKZN-5FMC,BROCHOSS@ME.COM,4059790393,OKLAHOMA CITY,73129,OKLAHOMA,dispensaries, 405 SMOKE
405 BUDZ SOUTH LLC ,DAAA-OSR6-BDLC,405BUDZ@GMAIL.COM,4053142225,OKLAHOMA CITY,73159,OKLAHOMA,dispensaries, 405 BUDZ
405 BUDZ 2 LLC ,DAAA-4YWQ-4MB4,405BUDZ@GMAIL.COM,4056182717,OKLAHOMA CITY,73106,OKLAHOMA,dispensaries, 405 BUDZ
"405 GAS STATION 3, LLC ",DAAA-EKWM-A6ER,405GASSTATION3@GMAIL.COM,4054734550,OKLAHOMA CITY,73109,OKLAHOMA,dispensaries,
405 RELEAF #3 LLC ,DAAA-KO0Z-CONG,OKC405RELEAF@YAHOO.COM,2485359993,OKLAHOMA CITY,73112,OKLAHOMA,dispensaries, 405 RELEAF #3 LLC
"420 APOTHECARY, LLC ",DAAA-4YKP-8HD9,420APOTHECARYOK@GMAIL.COM,8329549469,OKLAHOMA CITY,73108,OKLAHOMA,dispensaries,
"HAPPY ROOT 420, LLC ",DAAA-E1PD-ERMW,AJ@HAPPYROOT420.COM,2142802040,OKLAHOMA CITY,73114,OKLAHOMA,dispensaries, HAPPY ROOT 420 - OKC
EPIC HEALING 420 LLC ,DAAA-IBUZ-F75J,EPICHEALING420@GMAIL.COM,4052509119,OKLAHOMA CITY,73127,OKLAHOMA,dispensaries, EPIC HEALING 420
"420 CANNABIS KINGS, LLC ",DAAA-NKJD-XWU4,RICKDIMENT@GMAIL.COM,4058189049,OKLAHOMA CITY,73179,OKLAHOMA,dispensaries, CANNABIS KINGS
710 FACTORY LLC ,DAAA-E1L6-GUGF,THE710FACTORYLLC@GMAIL.COM,4059681703,OKLAHOMA CITY,73106,OKLAHOMA,dispensaries, 710 FACTORY
809 SW 89TH LLC ,DAAA-V1XI-CGKW,BRENT@MILLENNIALCG.COM,4054269848,OKLAHOMA CITY,73139,OKLAHOMA,dispensaries, OKIE KUSH CLUB
1045 S. MERIDIAN LLC ,DAAA-41YE-MY0G,DKITCH643@GMAIL.COM,4056840321,OKLAHOMA CITY,73108,OKLAHOMA,dispensaries, STABILITY CANNABIS
BLAZED 6001 LLP ,DAAA-HM2R-HR2S,AMPEDAVS@YAHOO.COM,4056009239,OKLAHOMA CITY,73149,OKLAHOMA,dispensaries, BLAZED 6001 LLP
11900 S PENN LLC ,DAAA-E15I-4BCH,BRENT@MILLENNIALCG.COM,4054269848,OKLAHOMA CITY,73170,OKLAHOMA,dispensaries, OKIE KUSH CLUB
12415 N ROCKWELL LLC ,DAAA-N1C6-ZEGY,INFO@OKIEKUSHCLUB.COM,4053204172,OKLAHOMA CITY,73103,OKLAHOMA,dispensaries, 12415 N ROCKWELL
BEELINE BUZZ ,DAAA-EKMU-92NF,BEELINEBUZ@GMAIL.COM,9183042120,OKMULGEE,74447,OKMULGEE,dispensaries, BEELINE BUZZ
EVERMORE ,DAAA-9B8P-GP8R,EVERMOREMEDS@GMAIL.COM,9184242555,OKMULGEE,74447,OKMULGEE,dispensaries, EVERMORE
HERBAL CURE INC ,DAAA-41KV-HECH,THEGREENROOM.918@GMAIL.COM,9188291431,OKMULGEE,74447,OKMULGEE,dispensaries, HERBAL CURE INC
"HORSESHOE BEND ADVENTURES, LLC ",DAAA-WSXH-Z1JW,HEREWEGO6977@GMAIL.COM,9189788404,OKMULGEE,74447,OKMULGEE,dispensaries, JOHNNY'S DISPENSARY
JASSOK3MMD INC. ,DAAA-EKED-MXOS,JASSOK3MMDINC@YAHOO.COM,9189788404,OKMULGEE,74447,OKMULGEE,dispensaries, JOHNNY APPLESEED DISPENSARY
OK KUSH ,DAAA-V1JB-7DKO,OKKUSHDISPENSARY@GMAIL.COM,9187582755,OKMULGEE,74447,OKLAHOMA,dispensaries, OK KUSH
PURPLE MOUNTAIN ENTERPRISES LLC ,DAAA-E1DK-MDCQ,MASONBRIANNE3@GMAIL.COM,4056691938,OKMULGEE,74447,OKMULGEE,dispensaries,
SOMMET VENTURES INC. ,DAAA-VYAZ-YNGO,LASIARSHAD@GMAIL.COM,2813098908,OKMULGEE,74447,OKMULGEE,dispensaries, EDEN CANNABIS CO.
THE ANOINTED LEAF ,DAAA-N1RA-WXAU,DRMELISSAAUSBROOKS@GMAIL.COM,4093442498,OKMULGEE,74447,OKMULGEE,dispensaries, MELISSA M AUSBROOKS
1063 E 6TH LLC ,DAAA-MSZN-4IS6,MASONBRIANNE3@GMAIL.COM,4056691938,OKMULGEE,74447,OKMULGEE,dispensaries, KUSH GARDENS STORE 3
BIG BUD DISPENSARY INC ,DAAA-NYTW-FIIL,ILIKEBIGBUDSTOO@GMAIL.COM,4058865792,OOLOGAH,74053,ROGERS,dispensaries,
DARK CLOUD CANNABIS LLC ,DAAA-OQXU-PM6G,DARKCLOUDCANNABIS@GMAIL.COM,9188150621,OOLOGAH,74053,ROGERS,dispensaries,
13588 S HWY 169 LLC ,DAAA-SPDS-PK1N,STONEBRIDGE@GARDENER.COM,9186374745,OOLOGAH,74053,ROGERS,dispensaries, PIPE DREAMS CANNABIS CO.
FIRE RANCH APOTHECARY LLC ,DAAA-J5A9-FA0D,JASONDCUNNINGHAM@HOTMAIL.COM,4058235114,ORLANDO,73073,PAYNE,dispensaries, FIRE RANCH APOTHECARY
"1201 LABS, INC. ",DAAA-MKBZ-DTPO,ANDREWK3@GMAIL.COM,7608456199,OVERBROOK,73453,LOVE,dispensaries," 1201 LABS, INC."
"AREA51 LABS, LLC ",DAAA-4JXB-V74E,AREA51LABORATORY@GMAIL.COM,9183613411,OWASSO,74055,TULSA,dispensaries, AREA51 LABS
BISON RECORDS DISPENSARY ,DAAA-E1VR-8LKM,BISONRECORDS@CS.COM,9182607939,OWASSO,74055,TULSA,dispensaries, BISON RECORDS DISPENSARY
BROADLEAF LLC ,DAAA-NK0S-3ZXL,BROADLEAFOILS@GMAIL.COM,9189381345,OWASSO,74055,TULSA,dispensaries,
CANNIBUDS LLC ,DAAA-E1TY-AUOK,HUNTERSCARFF@YAHOO.COM,9183049826,OWASSO,74055,TULSA,dispensaries, THE GREENERY
DANK FACTORY LLC ,DAAA-UNV0-TQMV,MARILYN@DANKBERRYFARMS.PAGE,9184085206,OWASSO,74055,TULSA,dispensaries, DANK FACTORY LLC
DRAKKAR ENTERPRISES LLC ,DAAA-V1RH-BAU7,VIKINGWARRIOR64@YAHOO.COM,2562266259,OWASSO,74055,TULSA,dispensaries, EUFLORIA
"J&E INVESTMENTS & CONSULTING, LLC ",DAAA-VJLS-G6N8,GUERRA954@GMAIL.COM,9543959530,OWASSO,74055,TULSA,dispensaries,
LOKAL SOURCE LLC ,DAAA-EKXZ-1WUL,AMBER@LOKALSOURCE.COM,9188041717,OWASSO,74055,TULSA,dispensaries, LOKAL SOURCE
"OKIEBUG HOLDINGS, LLC ",DAAA-BKMD-G25I,THEGREENERYOWASSO1@GMAIL.COM,9183814516,OWASSO,74055,TULSA,dispensaries, THE GREENERY
OKLATEX HOLDINGS LLC ,DAAA-NYFU-GLHT,BOBBIEMARIMED@GMAIL.COM,8179130655,OWASSO,74055,TULSA,dispensaries, MARI MED
"OKLATEX HOLDINGS, LLC ",DAAA-VKZZ-YR9X,BOBBIEMARIMED@GMAIL.COM,8179130655,OWASSO,74055,TULSA,dispensaries, MARIMED
"OKLATEX HOLDINGS, LLC ",DAAA-NJQM-HZSP,BOBBIEMARIMED@GMAIL.COM,8179130655,OWASSO,74055,TULSA,dispensaries, MARI MED
"PIRPICH INDUSTRIES, LLC ",DAAA-NYIA-XAUL,ILIKEBIGBUDSTOO@GMAIL.COM,9189162477,OWASSO,74055,TULSA,dispensaries, BIG BUDS NATURAL RELEAF
THE ECS SHOP LLC ,DAAA-VYWH-RRQU,CHIP@THEECSSHOP.COM,9186915141,OWASSO,74055,TULSA,dispensaries, THE ECS SHOP
DEEL'N GREEN'Z LLC ,DAAA-U01E-VB9D,DEELMEDICALCF@GMAIL.COM,4764628326,PANAMA,74951,LE FLORE,dispensaries, DEEL'N GREEN'Z LLC
GOOD VIBES DISPENSARY LLC ,DAAA-NKPS-P84T,GOODVIBESDISPENSARY@YAHOO.COM,9183450876,PARK HILL,74451,CHEROKEE,dispensaries, AMBER CAMPBELL
GROWSWELL ,DAAA-SAKS-JPGB,GROWSWELL420@GMAIL.COM,9182072547,PARK HILL,74451,CHEROKEE,dispensaries, BUDSCAPE
TENKILLER TREES LLC ,DAAA-GNJO-LIJQ,TENKILLERTREES@GMAIL.COM,9185105501,PARK HILL,74451,CHEROKEE,dispensaries, TENKILLER TREES LLC
"BUD BROTHERS COUGHY SHOP, LLC ",DAAA-NYV8-OVID,BILL@BUDBROTHERSCOUGHYSHOP.COM,6203091421,PAULS VALLEY,73075,GARVIN,dispensaries, BUD BROTHERS COUGHY SHOP
"DJB AGRICULTURAL, INC ",DAAA-EJGO-YMXK,CLAUDIAJRAY@PREMIEREVALLEYPRODUCTS.COM,4052079333,PAULS VALLEY,73075,GARVIN,dispensaries, PREMIER VALLEY PRODUCTS
FOSTER'S BODY WORKS LLC ,DAAA-VY9L-6LKA,FOSTERSBODYWORKS@ATT.NET,4052077480,PAULS VALLEY,73075,GARVIN,dispensaries, CREEKSIDE ROYAL
SMACK'D DISPENSARY LLC ,DAAA-PNPF-BWXX,CDULEY_32@YAHOO.COM,4052510410,PAULS VALLEY,73075,GARVIN,dispensaries,
"SMK ENTERPRISES, LLC ",DAAA-4KLO-6JU3,SMK_DISPENSARY@YAHOO.COM,2147082311,PAULS VALLEY,73075,GARVIN,dispensaries, SMK DISPENSARY
TCB GROUP LLC ,DAAA-V1GU-AI6I,TCBGROUP3@GMAIL.COM,4056268906,PAULS VALLEY,73075,GARVIN,dispensaries, RUSTY'S DISPENSARY
TEN HIPPIES LLC ,DAAA-411O-LZFY,COUNTRYGALS13@YAHOO.COM,4052076257,PAULS VALLEY,73075,GARVIN,dispensaries, TEN HIPPIES DISPENSARY
VALLEY MEDICINALS LLC ,DAAA-VYNU-XLFV,VALLEYMEDICINALS@GMAIL.COM,4054440494,PAULS VALLEY,73075,GARVIN,dispensaries, VALLEY MEDICINALS
WASHITA VALLEY DISPENSARY LLC ,DAAA-VYPX-X2QS,THESUMMITPV@GMAIL.COM,4052389816,PAULS VALLEY,73075,GARVIN,dispensaries, THE SUMMIT CANNABIS COLLECTIVE
Z&W GREEN TREES LLC ,DAAA-CIQW-33IR,MATT@STACYLEGALGROUP.COM,4058167532,PAULS VALLEY,73075,GARVIN,dispensaries, Z&W GREEN TREES LLC
HAPPY ROOT 420 LLC ,DAAA-VKG6-TDDW,ADRJOHNSON@COX.NET,2142802040,PAULS VALLEY,73075,GARVIN,dispensaries, HAPPY ROOT 420 - PAULS VALLEY
BIG BUD DISPENSARY INC ,DAAA-VJHL-JKQQ,ABPDELIVERY@GMAIL.COM,4058865792,PAWHUSKA,74056,OSAGE,dispensaries, BIG BUDS DISPENSARY
BLUESTEM DISPENSARY LLC ,DAAA-4YP8-4XL6,MMOLER1030@HOTMAIL.COM,9186450002,PAWHUSKA,74056,OSAGE,dispensaries, BLUESTEM DISPENSARY LLC
CRYSTAL CANNIVORE LLC ,DAAA-EJDC-BIR8,RENADA@SWCONSTRUCT.COM,4059909521,PAWHUSKA,74056,OSAGE,dispensaries, CRYSTAL CANNIVORE LLC
OST GANULV LLC ,DAAA-O9AJ-D4L4,OSTGANULV@GMAIL.COM,9188640888,PEGGS,74452,CHEROKEE,dispensaries, OST GANULV MEDICINAL HERB SHOP
"CHOW KING Z, LLC ",DAAA-VYLH-8O1I,MATT@STACYLEGALGROUP.COM,4058167228,PERKINS,74059,LINCOLN,dispensaries," CHOW KING Z, LLC"
DOCTOR RELEAF LLC ,DAAA-EJAR-Z0I6,SALES@ROOFERSCHOICE.COM,4053388907,PERKINS,74059,PAYNE,dispensaries, DOCTOR RELEAF LLC
PERKINS EMPORIUM INC. ,DAAA-LVXA-4G8T,RFORRANDOM@GMAIL.COM,3234543767,PERKINS,74059,PAYNE,dispensaries, DANK'S WELLNESS EMPORIUM
"DOWN TO CLOUD DISPENSARY, LLC ",DAAA-FNOB-9N78,HEDGETYLER4@GMAIL.COM,5803419515,PERRY,73077,NOBLE,dispensaries,
"GREEN-GO CANNABIS CLUB, LLC ",DAAA-VKBL-RNSX,SAN_MARTHA@YAHOO.COM,5803701707,PERRY,73077,NOBLE,dispensaries," GREEN GO CANNABIS CLUB, LLC"
